code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,num_assessments_submitted,avg_score,avg_days_late,num_late_submissions,avg_assessment_weight,total_clicks,num_active_days,num_active_weeks,first_active_date,last_active_date,avg_weekly_clicks,engagement_span_days,date_registration,at_risk
BBB,2014B,627321,F,London Region,HE Qualification,20-30%,35-55,0,60,N,1.0,60.0,14.0,1.0,5.0,3.0,2.0,2.0,26.0,117.0,1.5,91.0,-68.0,1
BBB,2014B,627380,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,11.0,83.0,-0.6363636363636364,5.0,9.090909090909092,1649.0,80.0,31.0,-2.0,219.0,53.193548387096776,221.0,-74.0,0
BBB,2014B,627388,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,11.0,80.45454545454545,-0.2727272727272727,5.0,9.090909090909092,354.0,33.0,20.0,3.0,220.0,17.7,217.0,-78.0,0
BBB,2014B,627403,F,South Region,A Level or Equivalent,50-60%,0-35,0,120,Y,11.0,87.72727272727273,1.4545454545454546,6.0,9.090909090909092,2146.0,101.0,29.0,-5.0,233.0,74.0,238.0,-71.0,1
BBB,2014B,627427,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,5.0,31.4,-2.2,3.0,8.6,175.0,16.0,9.0,-8.0,84.0,19.444444444444443,92.0,-24.0,1
BBB,2014B,627509,F,Wales,A Level or Equivalent,30-40%,0-35,0,120,N,11.0,82.9090909090909,0.5454545454545454,5.0,9.090909090909092,468.0,38.0,21.0,-8.0,209.0,22.285714285714285,217.0,-36.0,0
BBB,2014B,627528,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,0.0,,,0.0,,6.0,1.0,1.0,4.0,4.0,6.0,0.0,-50.0,1
BBB,2014B,627549,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,11.0,89.81818181818181,2.8181818181818183,8.0,9.090909090909092,1277.0,103.0,32.0,-9.0,233.0,39.90625,242.0,-29.0,0
BBB,2014B,627550,F,London Region,No Formal quals,0-10%,0-35,0,60,N,10.0,70.5,4.8,9.0,8.2,569.0,97.0,31.0,1.0,226.0,18.35483870967742,225.0,-73.0,0
BBB,2014B,627613,M,North Western Region,Lower Than A Level,90-100%,0-35,0,60,N,2.0,82.5,1.0,1.0,3.0,169.0,15.0,6.0,4.0,40.0,28.166666666666668,36.0,-32.0,1
BBB,2014B,627647,F,South East Region,A Level or Equivalent,50-60%,0-35,0,120,N,11.0,89.72727272727273,1.0909090909090908,5.0,9.090909090909092,2155.0,136.0,34.0,-9.0,230.0,63.38235294117647,239.0,-52.0,0
BBB,2014B,627659,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,7.0,58.42857142857143,0.5714285714285714,3.0,13.714285714285714,79.0,9.0,9.0,13.0,217.0,8.777777777777779,204.0,-31.0,0
BBB,2014B,627670,F,London Region,Lower Than A Level,30-40%,0-35,0,120,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-75.0,1
BBB,2014B,627680,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,Y,3.0,64.66666666666667,-1.3333333333333333,1.0,8.0,90.0,6.0,5.0,-8.0,35.0,18.0,43.0,-64.0,1
BBB,2014B,627685,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,9.0,79.55555555555556,2.111111111111111,6.0,7.111111111111111,266.0,14.0,9.0,3.0,218.0,29.555555555555557,215.0,-29.0,0
BBB,2014B,627748,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-75.0,1
BBB,2014B,627777,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,11.0,68.45454545454545,2.272727272727273,6.0,9.090909090909092,603.0,75.0,26.0,-8.0,220.0,23.192307692307693,228.0,-24.0,0
BBB,2014B,627948,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,11.0,58.54545454545455,0.9090909090909091,6.0,9.090909090909092,276.0,22.0,15.0,-2.0,193.0,18.4,195.0,-52.0,1
BBB,2014B,628006,F,North Region,A Level or Equivalent,Unknown,0-35,0,60,N,11.0,84.0,-0.9090909090909091,5.0,9.090909090909092,4234.0,142.0,35.0,-9.0,232.0,120.97142857142858,241.0,-32.0,0
BBB,2014B,628119,F,Ireland,A Level or Equivalent,60-70%,35-55,0,60,N,10.0,84.3,2.0,6.0,8.2,1179.0,62.0,25.0,0.0,220.0,47.16,220.0,-22.0,1
BBB,2014B,628142,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-47.0,1
BBB,2014B,628176,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,11.0,67.63636363636364,-0.7272727272727273,5.0,9.090909090909092,863.0,68.0,29.0,-6.0,214.0,29.75862068965517,220.0,-71.0,0
BBB,2014B,628178,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,11.0,87.9090909090909,0.6363636363636364,5.0,9.090909090909092,2629.0,130.0,35.0,-4.0,233.0,75.11428571428571,237.0,-71.0,0
BBB,2014B,628180,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,11.0,81.0,1.0909090909090908,7.0,9.090909090909092,1468.0,85.0,30.0,2.0,227.0,48.93333333333333,225.0,-71.0,0
BBB,2014B,628181,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,11.0,76.81818181818181,0.2727272727272727,5.0,9.090909090909092,2282.0,129.0,34.0,-6.0,233.0,67.11764705882354,239.0,-51.0,0
BBB,2014B,628183,F,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,5.0,75.6,-2.0,2.0,8.6,211.0,13.0,11.0,-9.0,79.0,19.181818181818183,88.0,-71.0,1
BBB,2014B,628190,F,Scotland,Lower Than A Level,60-70%,35-55,0,60,N,11.0,86.81818181818181,0.6363636363636364,5.0,9.090909090909092,371.0,32.0,25.0,-9.0,218.0,14.84,227.0,-71.0,0
BBB,2014B,628287,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,11.0,77.72727272727273,-1.3636363636363635,6.0,9.090909090909092,1721.0,117.0,35.0,-9.0,226.0,49.17142857142857,235.0,-71.0,1
BBB,2014B,628301,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,11.0,85.27272727272727,0.8181818181818182,5.0,9.090909090909092,782.0,48.0,23.0,-6.0,233.0,34.0,239.0,-29.0,0
BBB,2014B,628327,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-68.0,1
BBB,2014B,628328,F,Wales,Lower Than A Level,60-70%,0-35,0,60,N,11.0,85.54545454545455,-0.9090909090909091,5.0,9.090909090909092,355.0,30.0,21.0,-7.0,228.0,16.904761904761905,235.0,-72.0,0
BBB,2014B,628329,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,1.0,48.0,-1.0,0.0,5.0,12.0,1.0,1.0,11.0,11.0,12.0,0.0,-31.0,1
BBB,2014B,628341,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-72.0,1
BBB,2014B,628360,F,Ireland,Lower Than A Level,Unknown,0-35,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-72.0,1
BBB,2014B,628379,F,South Region,Lower Than A Level,20-30%,35-55,0,60,N,9.0,82.55555555555556,0.1111111111111111,4.0,9.0,707.0,56.0,20.0,0.0,218.0,35.35,218.0,-61.0,1
BBB,2014B,628389,F,East Anglian Region,HE Qualification,90-100%,0-35,0,60,N,10.0,81.5,1.6,6.0,9.9,1368.0,92.0,29.0,3.0,234.0,47.172413793103445,231.0,-32.0,0
BBB,2014B,628392,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-52.0,1
BBB,2014B,628402,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,0.0,,,0.0,,45.0,3.0,1.0,2.0,4.0,45.0,2.0,-72.0,1
BBB,2014B,628411,F,West Midlands Region,HE Qualification,10-20,0-35,0,120,N,5.0,67.6,1.8,4.0,8.6,163.0,25.0,15.0,-6.0,185.0,10.866666666666667,191.0,-51.0,1
BBB,2014B,628423,F,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,11.0,81.27272727272727,1.4545454545454546,6.0,9.090909090909092,337.0,32.0,25.0,-9.0,234.0,13.48,243.0,-61.0,0
BBB,2014B,628442,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,5.0,74.0,-1.6,2.0,8.6,75.0,13.0,11.0,-9.0,79.0,6.818181818181818,88.0,-72.0,1
BBB,2014B,628511,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,8.0,77.5,0.75,5.0,7.875,267.0,27.0,20.0,1.0,200.0,13.35,199.0,-71.0,1
BBB,2014B,628516,M,Scotland,Lower Than A Level,20-30%,35-55,0,60,N,11.0,80.45454545454545,1.7272727272727273,7.0,9.090909090909092,248.0,30.0,17.0,3.0,234.0,14.588235294117647,231.0,-71.0,0
BBB,2014B,628525,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,1.0,74.0,12.0,1.0,5.0,27.0,4.0,3.0,-9.0,19.0,9.0,28.0,-71.0,1
BBB,2014B,628580,F,North Western Region,HE Qualification,0-10%,0-35,0,120,Y,11.0,90.36363636363636,1.0,6.0,9.090909090909092,674.0,48.0,23.0,-9.0,219.0,29.304347826086957,228.0,-11.0,0
BBB,2014B,628586,F,London Region,No Formal quals,50-60%,35-55,0,120,N,5.0,79.0,4.8,4.0,15.4,265.0,25.0,16.0,2.0,226.0,16.5625,224.0,-29.0,1
BBB,2014B,628616,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,11.0,92.63636363636364,-1.3636363636363635,6.0,9.090909090909092,382.0,50.0,28.0,-9.0,221.0,13.642857142857142,230.0,-51.0,0
BBB,2014B,628635,F,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,10.0,74.3,1.1,6.0,8.2,419.0,43.0,21.0,-9.0,216.0,19.952380952380953,225.0,-29.0,0
BBB,2014B,628655,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,3.0,58.333333333333336,3.0,3.0,13.666666666666666,20.0,6.0,6.0,13.0,77.0,3.3333333333333335,64.0,-64.0,1
BBB,2014B,628751,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,10.0,86.3,0.8,6.0,8.2,899.0,63.0,26.0,7.0,228.0,34.57692307692308,221.0,-61.0,0
BBB,2014B,628762,F,South Region,HE Qualification,70-80%,35-55,0,60,N,0.0,,,0.0,,87.0,8.0,5.0,7.0,56.0,17.4,49.0,-32.0,1
BBB,2014B,628765,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-68.0,1
BBB,2014B,628827,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,Y,3.0,80.0,0.0,1.0,8.0,94.0,11.0,6.0,11.0,48.0,15.666666666666666,37.0,-32.0,1
BBB,2014B,628843,F,West Midlands Region,No Formal quals,10-20,0-35,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-68.0,1
BBB,2014B,628903,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,1.0,56.0,0.0,0.0,5.0,98.0,8.0,6.0,6.0,81.0,16.333333333333332,75.0,-67.0,1
BBB,2014B,628941,M,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,11.0,86.81818181818181,0.18181818181818182,5.0,9.090909090909092,108.0,15.0,11.0,-5.0,171.0,9.818181818181818,176.0,-46.0,0
BBB,2014B,628954,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,11.0,68.0,-0.2727272727272727,6.0,9.090909090909092,350.0,32.0,19.0,10.0,230.0,18.42105263157895,220.0,-19.0,0
BBB,2014B,628970,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,1.0,57.0,12.0,1.0,5.0,134.0,12.0,5.0,-7.0,32.0,26.8,39.0,-51.0,1
BBB,2014B,628982,F,Wales,HE Qualification,0-10%,0-35,0,60,N,11.0,70.2,0.7272727272727273,5.0,9.090909090909092,475.0,49.0,21.0,-9.0,205.0,22.61904761904762,214.0,-30.0,1
BBB,2014B,629026,F,Scotland,HE Qualification,10-20,0-35,0,60,N,9.0,80.55555555555556,3.2222222222222223,6.0,9.0,715.0,56.0,24.0,-2.0,228.0,29.791666666666668,230.0,-29.0,0
BBB,2014B,629029,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,150,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-67.0,1
BBB,2014B,629037,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,10.0,81.3,2.5,8.0,8.2,563.0,60.0,27.0,2.0,220.0,20.85185185185185,218.0,-59.0,0
BBB,2014B,629040,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,3.0,81.0,-1.3333333333333333,1.0,8.0,367.0,22.0,12.0,-1.0,95.0,30.583333333333332,96.0,-67.0,1
BBB,2014B,629044,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,8.0,68.375,2.5,6.0,10.0,298.0,34.0,17.0,-9.0,195.0,17.529411764705884,204.0,-53.0,1
BBB,2014B,629060,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,11.0,77.9090909090909,0.8181818181818182,5.0,9.090909090909092,150.0,13.0,13.0,3.0,228.0,11.538461538461538,225.0,-66.0,0
BBB,2014B,629088,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,1.0,64.0,-1.0,0.0,5.0,102.0,11.0,5.0,9.0,38.0,20.4,29.0,-32.0,1
BBB,2014B,629094,F,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,7.0,71.71428571428571,0.2857142857142857,3.0,8.857142857142858,90.0,16.0,11.0,4.0,184.0,8.181818181818182,180.0,-66.0,1
BBB,2014B,629103,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,11.0,77.81818181818181,0.2727272727272727,5.0,9.090909090909092,311.0,22.0,17.0,-9.0,225.0,18.294117647058822,234.0,-54.0,1
BBB,2014B,629159,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,1.0,59.0,0.0,0.0,5.0,94.0,11.0,5.0,3.0,31.0,18.8,28.0,-50.0,1
BBB,2014B,629240,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,11.0,60.18181818181818,1.8181818181818181,8.0,9.090909090909092,605.0,82.0,31.0,-3.0,213.0,19.516129032258064,216.0,-29.0,0
BBB,2014B,629274,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,10.0,89.2,0.8,5.0,8.2,115.0,16.0,12.0,6.0,193.0,9.583333333333334,187.0,-43.0,0
BBB,2014B,629340,F,Scotland,HE Qualification,0-10%,0-35,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-31.0,1
BBB,2014B,629424,F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,5.0,67.0,-1.8,2.0,8.6,1262.0,65.0,18.0,-9.0,165.0,70.11111111111111,174.0,-29.0,1
BBB,2014B,629461,F,Scotland,A Level or Equivalent,0-10%,35-55,0,60,N,2.0,73.0,4.5,2.0,3.0,157.0,12.0,5.0,0.0,37.0,31.4,37.0,-58.0,1
BBB,2014B,629462,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,1.0,82.0,0.0,0.0,5.0,21.0,5.0,2.0,8.0,18.0,10.5,10.0,-54.0,1
BBB,2014B,629484,M,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-60.0,1
BBB,2014B,629490,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,10.0,75.1,2.8,7.0,8.2,1875.0,111.0,34.0,-9.0,228.0,55.14705882352941,237.0,-58.0,1
BBB,2014B,629504,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,10.0,91.0,-0.7,5.0,8.2,911.0,83.0,32.0,-8.0,233.0,28.46875,241.0,-64.0,0
BBB,2014B,629505,M,Wales,HE Qualification,30-40%,35-55,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-64.0,1
BBB,2014B,629507,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,10.0,85.8,6.3,8.0,8.2,265.0,14.0,12.0,-7.0,173.0,22.083333333333332,180.0,-64.0,0
BBB,2014B,629538,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,Y,0.0,,,0.0,,58.0,7.0,4.0,-9.0,9.0,14.5,18.0,-51.0,1
BBB,2014B,629554,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,11.0,68.72727272727273,1.2727272727272727,6.0,9.090909090909092,110.0,8.0,7.0,11.0,191.0,15.714285714285714,180.0,-24.0,1
BBB,2014B,629574,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-52.0,1
BBB,2014B,629619,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,11.0,84.63636363636364,0.9090909090909091,5.0,9.090909090909092,561.0,43.0,21.0,-9.0,234.0,26.714285714285715,243.0,-52.0,0
BBB,2014B,629671,F,London Region,HE Qualification,20-30%,0-35,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-61.0,1
BBB,2014B,629736,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,90,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-60.0,1
BBB,2014B,629835,M,Wales,Lower Than A Level,60-70%,0-35,0,60,N,10.0,76.9,2.3,6.0,8.2,600.0,30.0,19.0,4.0,219.0,31.57894736842105,215.0,-17.0,0
BBB,2014B,629870,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,4.0,54.0,-1.5,1.0,10.5,116.0,7.0,6.0,2.0,79.0,19.333333333333332,77.0,-36.0,1
BBB,2014B,629886,F,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,11.0,79.54545454545455,0.36363636363636365,5.0,9.090909090909092,2668.0,144.0,34.0,-8.0,233.0,78.47058823529412,241.0,-43.0,0
BBB,2014B,629891,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,11.0,89.0,0.8181818181818182,7.0,9.090909090909092,724.0,84.0,30.0,-9.0,227.0,24.133333333333333,236.0,-52.0,0
BBB,2014B,629923,F,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,10.0,68.6,1.4,5.0,8.2,673.0,62.0,23.0,-6.0,219.0,29.26086956521739,225.0,-60.0,1
BBB,2014B,629971,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-36.0,1
BBB,2014B,629976,F,Scotland,HE Qualification,0-10%,0-35,0,60,N,5.0,76.0,4.4,4.0,5.2,263.0,28.0,17.0,-1.0,127.0,15.470588235294118,128.0,-52.0,1
BBB,2014B,629983,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-32.0,1
BBB,2014B,629991,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-58.0,1
BBB,2014B,630028,F,London Region,A Level or Equivalent,10-20,35-55,0,120,N,11.0,82.27272727272727,1.5454545454545454,7.0,9.090909090909092,606.0,67.0,29.0,-5.0,234.0,20.896551724137932,239.0,-59.0,0
BBB,2014B,630029,M,London Region,HE Qualification,20-30%,0-35,0,120,N,7.0,75.85714285714286,4.285714285714286,5.0,11.285714285714286,225.0,41.0,25.0,-6.0,219.0,9.0,225.0,-59.0,0
BBB,2014B,630030,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,11.0,74.0,2.1818181818181817,7.0,9.090909090909092,141.0,16.0,13.0,-3.0,223.0,10.846153846153847,226.0,-59.0,0
BBB,2014B,630037,F,South East Region,Lower Than A Level,50-60%,35-55,0,120,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-59.0,1
BBB,2014B,630052,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,10.0,89.8,0.8,5.0,8.2,463.0,48.0,28.0,2.0,228.0,16.535714285714285,226.0,-59.0,0
BBB,2014B,630053,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,10.0,87.4,2.2,6.0,8.2,375.0,62.0,27.0,-8.0,205.0,13.88888888888889,213.0,-59.0,0
BBB,2014B,630090,F,Wales,Lower Than A Level,60-70%,0-35,0,60,Y,9.0,72.66666666666667,0.8888888888888888,5.0,9.0,1053.0,53.0,22.0,0.0,219.0,47.86363636363637,219.0,-19.0,1
BBB,2014B,630134,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-59.0,1
BBB,2014B,630147,F,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,4.0,87.5,6.5,4.0,6.25,138.0,11.0,8.0,25.0,74.0,17.25,49.0,-32.0,1
BBB,2014B,630182,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-57.0,1
BBB,2014B,630260,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,11.0,77.45454545454545,-0.09090909090909091,5.0,9.090909090909092,142.0,14.0,10.0,-2.0,193.0,14.2,195.0,-31.0,1
BBB,2014B,630315,F,Wales,No Formal quals,30-40%,35-55,0,60,N,11.0,83.0909090909091,-1.9090909090909092,5.0,9.090909090909092,1198.0,60.0,31.0,-4.0,227.0,38.645161290322584,231.0,-18.0,0
BBB,2014B,630333,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,10.0,78.1,2.0,7.0,8.2,331.0,29.0,19.0,-3.0,218.0,17.42105263157895,221.0,-36.0,0
BBB,2014B,630340,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-48.0,1
BBB,2014B,630345,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,Y,9.0,73.66666666666667,0.6666666666666666,5.0,9.0,392.0,24.0,17.0,-9.0,223.0,23.058823529411764,232.0,-57.0,1
BBB,2014B,630372,F,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,10.0,84.9,1.6,5.0,9.9,148.0,17.0,13.0,-4.0,201.0,11.384615384615385,205.0,-51.0,0
BBB,2014B,630393,F,Scotland,HE Qualification,50-60%,35-55,0,60,N,11.0,87.72727272727273,0.9090909090909091,6.0,9.090909090909092,665.0,61.0,22.0,1.0,214.0,30.227272727272727,213.0,-52.0,0
BBB,2014B,630415,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,11.0,80.54545454545455,0.8181818181818182,5.0,9.090909090909092,1439.0,141.0,34.0,-9.0,229.0,42.3235294117647,238.0,-51.0,0
BBB,2014B,630443,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,Y,10.0,86.6,3.9,9.0,8.2,329.0,36.0,24.0,-5.0,215.0,13.708333333333334,220.0,-57.0,0
BBB,2014B,630451,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,N,11.0,80.45454545454545,0.36363636363636365,6.0,9.090909090909092,1066.0,89.0,35.0,-8.0,232.0,30.457142857142856,240.0,-52.0,0
BBB,2014B,630476,F,North Western Region,Lower Than A Level,0-10%,35-55,0,60,Y,3.0,61.0,-2.6666666666666665,1.0,8.0,68.0,13.0,9.0,-9.0,57.0,7.555555555555555,66.0,-51.0,1
BBB,2014B,630497,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,1.0,40.0,18.0,1.0,5.0,64.0,4.0,1.0,10.0,13.0,64.0,3.0,-29.0,1
BBB,2014B,630549,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,10.0,64.77777777777777,3.8,6.0,9.9,226.0,23.0,17.0,-9.0,202.0,13.294117647058824,211.0,-51.0,1
BBB,2014B,630561,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,9.0,81.66666666666667,1.8888888888888888,5.0,9.0,1250.0,47.0,20.0,-3.0,223.0,62.5,226.0,-29.0,0
BBB,2014B,630586,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,10.0,56.0,-0.3,5.0,9.9,185.0,18.0,14.0,12.0,227.0,13.214285714285714,215.0,-52.0,1
BBB,2014B,630608,F,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,120,N,11.0,91.36363636363636,0.18181818181818182,5.0,9.090909090909092,1271.0,62.0,24.0,-5.0,219.0,52.958333333333336,224.0,-52.0,0
BBB,2014B,630718,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,10.0,90.6,1.2,5.0,9.9,1752.0,113.0,34.0,-9.0,227.0,51.529411764705884,236.0,-52.0,0
BBB,2014B,630736,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,11.0,76.18181818181819,0.09090909090909091,5.0,9.090909090909092,352.0,37.0,24.0,3.0,220.0,14.666666666666666,217.0,-52.0,0
BBB,2014B,630763,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,10.0,67.0,4.0,8.0,9.9,290.0,46.0,24.0,1.0,217.0,12.083333333333334,216.0,-51.0,0
BBB,2014B,630778,F,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,11.0,75.36363636363636,0.9090909090909091,6.0,9.090909090909092,724.0,59.0,28.0,1.0,221.0,25.857142857142858,220.0,-24.0,0
BBB,2014B,630794,F,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,11.0,71.54545454545455,1.8181818181818181,6.0,9.090909090909092,1036.0,73.0,26.0,-9.0,221.0,39.84615384615385,230.0,-52.0,1
BBB,2014B,630823,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,9.0,83.55555555555556,1.7777777777777777,6.0,9.0,1234.0,62.0,23.0,-8.0,228.0,53.65217391304348,236.0,-43.0,0
BBB,2014B,630833,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,3.0,81.0,5.333333333333333,2.0,8.0,192.0,23.0,13.0,-8.0,154.0,14.76923076923077,162.0,-41.0,1
BBB,2014B,630876,F,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,10.0,83.6,2.7,6.0,9.9,1325.0,82.0,27.0,-9.0,224.0,49.074074074074076,233.0,-35.0,0
BBB,2014B,630902,F,South Region,Lower Than A Level,20-30%,0-35,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-52.0,1
BBB,2014B,630920,F,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-35.0,1
BBB,2014B,630944,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,9.0,79.22222222222223,2.6666666666666665,5.0,9.0,567.0,41.0,20.0,12.0,220.0,28.35,208.0,11.0,0
BBB,2014B,630957,F,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,0.0,,,0.0,,0.0,0.0,0.0,,,,,-50.0,1
BBB,2014B,630999,F,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,2.0,54.0,-1.0,0.0,11.5,44.0,9.0,7.0,-5.0,40.0,6.285714285714286,45.0,-52.0,1
BBB,2014B,631031,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,3.0,74.66666666666667,0.3333333333333333,1.0,8.0,315.0,28.0,11.0,-6.0,85.0,28.636363636363637,91.0,-31.0,1
