Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Study_Hours_per_Week,Stress_Level (1-10),Sleep_Hours_per_Night,Priority_Level,Priority_Encoded,Performance_Inconsistency,Study_Efficiency,Workload_Balance,Risk_Score,Engagement_Score,Gender_Encoded,Dept_CS,Dept_Engineering,Dept_Mathematics,Extracurricular_Encoded,Grade_Numeric
19,60.74,89.73,63.7,66.7,94.26,11.7,83.45,74.4355,17.2,9,4.0,High,2,13.707387424305189,4.089862637362637,3.44,2,0.48412000000000005,0,False,False,False,1,2
21,59.35,95.43,98.77,57.11,66.07,87.89999999999999,82.29,83.26249999999999,20.4,7,8.3,Medium,1,18.121928153483008,3.890771028037383,2.193548387096774,2,0.67019,0,False,False,True,1,3
24,72.75,78.13,46.62,64.09,83.71,27.8,63.3,61.739,8.6,8,8.7,High,2,14.495335456621898,6.431145833333333,0.88659793814433,3,0.55801,0,False,False,False,0,1
19,87.39,46.35,46.1,94.96,87.86,72.30000000000001,97.16,74.2705,15.8,3,5.4,Low,0,26.026708973667795,4.420863095238095,2.46875,1,0.85891,0,True,False,False,0,2
24,64.08,93.72,85.07,57.97,66.53,42.8,99.32,82.61,6.8,5,5.9,Medium,1,17.69608063950885,10.591025641025642,0.9855072463768115,3,0.55252,0,False,True,False,0,3
21,50.99,87.55,58.73,66.46,58.22,63.6,76.3,69.676,5.9,7,6.1,Medium,1,12.49503781506883,10.097971014492753,0.8309859154929579,2,0.60961,1,True,False,False,0,1
20,77.06,85.05,83.04,73.23,75.15,92.8,78.07,80.07799999999999,26.6,8,6.0,Medium,1,5.046337285596355,2.9013768115942025,3.8000000000000003,1,0.8025,0,False,False,False,0,3
24,97.83,42.2,52.0,92.36,67.84,84.5,77.72,67.509,21.5,6,6.0,Low,0,19.982083975401565,3.0004,3.0714285714285716,1,0.91643,1,False,True,False,0,1
22,69.56,87.94,67.6,96.89,63.32,6.9,74.29,73.5885,24.5,6,6.4,Medium,1,14.080677185419741,2.8858235294117645,3.3108108108108105,1,0.61694,0,True,False,False,1,2
18,71.01,48.28,55.92,71.29,98.67,84.5,97.26,75.1855,9.5,5,4.8,Low,0,23.156975838826625,7.16052380952381,1.6379310344827587,3,0.75169,0,False,False,False,0,2
22,98.45,53.34,67.09,96.6,75.11,45.2,62.24,67.70649999999999,13.1,4,4.3,Low,0,16.40180264483145,4.801879432624113,2.4716981132075473,1,0.81735,1,True,False,False,1,1
21,84.73,74.63,86.15,58.07,92.82,35.0,55.4,69.09449999999998,16.1,7,7.6,Low,0,16.584780070896326,4.040614035087718,1.8720930232558142,1,0.59147,0,False,False,True,0,1
24,85.96,55.9,85.72,57.84,59.77,67.2,96.48,76.772,21.5,10,8.2,Low,0,18.66223780793718,3.412088888888889,2.336956521739131,2,0.6908399999999999,0,False,True,False,1,2
18,78.14,79.68,70.95,97.46,96.97,95.0,60.65,76.9505,18.4,5,8.1,Low,0,16.145735350240322,3.9665206185567015,2.021978021978022,1,0.90926,1,False,True,False,1,2
22,98.73,76.48,95.7,75.48,89.72,9.4,87.46,82.399,18.8,8,7.1,Low,0,8.746937749864234,4.1615656565656565,2.3209876543209877,1,0.62631,0,False,True,False,1,3
18,84.44,46.49,55.83,59.3,90.43,76.8,60.19,60.766000000000005,8.9,1,8.8,Medium,1,16.556392119057826,6.137979797979798,0.9081632653061225,2,0.72092,1,False,False,True,0,1
21,94.75,79.36,54.42,74.4,69.49,20.4,98.01,74.041,16.9,8,4.0,Medium,1,15.832195994239083,4.136368715083799,3.38,2,0.64305,0,False,True,False,1,2
20,84.97,95.44,76.83,89.16,74.28,38.0,89.56,83.09349999999999,25.6,5,5.6,Low,0,9.065670410951414,3.1238157894736838,3.8787878787878793,0,0.7255499999999999,0,False,False,True,1,3
20,86.76,49.67,77.28,91.35,79.67,87.4,95.94,81.592,17.7,4,5.6,Low,0,18.04788547171108,4.363208556149733,2.6818181818181817,1,0.88788,1,False,True,False,1,3
24,64.52,75.82,42.79,93.2,89.49,54.6,97.55,76.9945,10.0,6,5.7,Medium,1,22.215392186499884,6.9995,1.4925373134328357,2,0.73016,0,True,False,False,1,2
22,65.17,60.51,76.47,78.48,92.45,6.7,54.22,65.812,15.3,7,8.0,Medium,1,15.226743906692596,4.037546012269939,1.7000000000000002,2,0.5295300000000001,1,True,False,False,0,1
19,89.15,67.58,62.47,93.35,53.9,50.8,71.67,69.188,23.9,3,5.8,Low,0,14.744206658888093,2.7786345381526107,3.514705882352941,0,0.79325,1,True,False,False,1,1
21,64.84,57.22,84.85,75.5,95.2,79.0,82.41,79.3135,8.4,4,6.6,Medium,1,14.09700783854503,8.437606382978723,1.105263157894737,2,0.7335200000000001,1,True,False,False,1,2
22,78.14,61.25,88.49,80.35,96.87,52.9,90.12,82.7305,19.5,7,7.1,Low,0,13.715238969846645,4.035634146341463,2.4074074074074074,0,0.71452,0,False,False,True,1,3
22,62.47,41.73,73.13,87.94,79.64,16.7,62.07,65.15299999999999,29.1,7,8.2,Medium,1,17.892874838884893,2.1645514950166107,3.16304347826087,2,0.58927,0,False,False,False,1,1
20,90.85,98.89,40.679899999999996,71.27,59.34,44.5,95.73,72.427,14.5,3,7.1,Low,0,24.601609603885677,4.6727096774193555,1.7901234567901236,1,0.69113,1,False,False,False,1,2
24,55.53,77.49,78.18,53.68,90.92,92.4,61.05,71.2475,6.1,9,5.9,High,2,14.844825024229825,10.034859154929578,0.8840579710144927,3,0.65851,0,True,False,False,0,2
18,91.47,70.04,84.93,67.51,77.43,65.8,93.31,80.891,20.8,3,7.5,Low,0,10.654505150404686,3.7105963302752296,2.447058823529412,0,0.7418499999999999,0,False,False,False,1,3
21,80.14,63.02,54.94,81.2,90.86,73.0,75.64,70.79599999999999,6.2,8,6.6,Medium,1,14.307918087548586,9.832777777777777,0.8157894736842106,2,0.78422,0,False,False,False,0,2
18,59.35,72.36,67.88,59.62,90.74,78.60000000000001,75.77,72.502,9.8,8,6.6,High,2,11.48535502281057,6.713148148148147,1.2894736842105265,3,0.6523300000000001,1,False,True,False,0,2
23,77.1,62.81,97.94,57.42,54.34,9.1,68.7,69.0185,6.2,3,5.7,Medium,1,17.47905088956491,9.585902777777777,0.9253731343283582,2,0.48827999999999994,0,False,False,True,1,1
23,64.12,61.59,57.89,64.65,80.35,58.2,55.18,60.9075,9.3,7,4.0,High,2,9.857160848844861,5.913349514563106,1.86,2,0.6255600000000001,1,True,False,False,0,1
21,66.17,67.84,53.39,51.61,74.16,37.6,67.35,60.766,26.4,3,5.8,High,2,9.860190160438082,2.2177372262773725,3.8823529411764706,1,0.51775,0,False,False,False,0,1
24,67.58,56.56,52.65,87.17,97.31,13.9,71.34,66.55000000000001,23.4,2,5.5,Medium,1,19.228341842187017,2.727459016393443,3.5999999999999996,2,0.5931200000000001,0,False,False,False,1,1
19,53.17,50.8,73.53,62.94,64.83,20.3,73.95,65.12650000000001,13.5,7,4.5,Medium,1,9.467779570733576,4.49148275862069,2.4545454545454546,1,0.47217,1,True,False,False,1,1
23,99.3,73.4,96.99,56.21,60.3,78.1,86.95,79.709,27.4,8,5.0,Low,0,17.304711786100338,2.806654929577465,4.566666666666666,2,0.75704,0,False,True,False,1,2
20,51.58,90.57,76.52,84.96,94.85,16.1,67.6,76.0295,21.6,9,8.9,Medium,1,10.962086936345651,3.3641371681415926,2.181818181818182,2,0.54288,1,True,False,False,0,2
19,83.12,49.17,58.2,92.15,57.44,31.200000000000003,70.33,64.151,16.2,1,5.4,Medium,1,16.72173047265145,3.729709302325581,2.5312499999999996,1,0.7115600000000001,0,False,True,False,1,1
22,68.56,41.96,78.31,50.99,84.33,28.5,95.3,71.968,6.7,9,6.6,High,2,22.704395389439462,9.346493506493507,0.8815789473684211,4,0.49514,1,False,False,False,0,2
23,82.3,54.81,77.49,61.68,65.0,4.9,87.63,69.88,23.3,2,6.7,Low,0,13.129899847295102,2.8757201646090533,3.025974025974026,0,0.50832,0,False,False,True,1,1
20,67.81,98.78,75.82,97.26,78.39,46.2,51.14,73.852,14.4,3,6.8,Medium,1,19.385391922785573,4.795584415584416,1.8461538461538463,2,0.7310700000000001,0,False,True,False,1,2
22,83.69,89.73,49.57,69.26,80.81,76.6,90.6,75.332,12.6,8,4.2,Low,0,17.093721946960525,5.5391176470588235,2.423076923076923,2,0.75791,0,False,True,False,0,2
19,86.46,75.75,78.07,96.93,70.87,2.2,99.48010000000001,82.4665,12.2,2,7.9,Low,0,13.059485556560032,6.247462121212121,1.3707865168539324,0,0.6537,1,True,False,False,1,3
21,84.53,95.75,65.81,63.71,98.75,11.3,96.99,79.90849999999999,5.299,7,7.7,Low,0,17.795514041465616,12.68590252421019,0.609080459770115,2,0.54233,1,False,False,False,0,2
22,55.7,66.72,41.12,60.9,56.59,72.0,91.8,66.222,23.6,8,8.9,High,2,18.483800475010543,2.6919512195121946,2.383838383838384,3,0.6267,1,False,False,True,0,1
18,82.84,99.0,72.39,60.71,69.57,59.400000000000006,81.46,76.419,8.6,10,4.9,Low,0,14.534556408779732,7.9603125,1.4576271186440677,2,0.6695599999999999,0,True,False,False,1,2
21,64.0,57.78,99.3501,54.26,71.52,71.5,63.91,71.546,18.0,5,6.8,Medium,1,17.999170239263808,3.7655789473684216,2.307692307692308,2,0.62354,1,True,False,False,0,2
21,51.44,54.42,60.98,94.82,81.55,23.0,82.72,71.752,5.4,3,8.0,Medium,1,16.698638267834895,11.211249999999998,0.6000000000000001,3,0.6026,1,False,False,True,1,2
19,70.74,78.28,97.93,98.99,70.36,80.39999999999999,84.78,87.56299999999999,20.7,9,4.6,Medium,1,12.417107956364074,4.035161290322581,3.6964285714285716,2,0.84938,1,False,False,False,1,3
19,71.68,62.69,45.77,97.73,54.85,48.0,64.08,62.61449999999999,14.2,8,7.9,High,2,19.686593915657426,4.119375,1.595505617977528,3,0.7499600000000001,1,False,False,True,1,1
20,73.36,77.58,83.95,92.6,97.37,61.0,62.77,78.1325,20.8,3,5.3,Low,0,13.583833405927797,3.5840596330275223,3.301587301587302,1,0.77348,1,True,False,False,0,2
20,85.24,58.3,46.86,92.34,70.8,9.2,69.85,62.806,7.2,8,5.4,Medium,1,16.911558177767063,7.659268292682927,1.125,3,0.6526799999999999,1,True,False,False,0,1
18,65.44,77.08,56.41,83.05,67.13,20.5,82.06,70.478,11.7,3,8.7,Medium,1,11.283958968376304,5.549448818897638,1.2061855670103092,1,0.59002,1,False,True,False,0,2
21,65.76,56.54,74.25,91.31,72.34,77.30000000000001,64.65,71.23400000000001,7.8,6,5.6,Medium,1,12.951087599116917,8.094772727272728,1.1818181818181819,2,0.79442,1,False,False,True,1,2
24,53.03,43.06,75.57,60.42,60.83,22.4,77.78,64.9515,21.2,1,6.9,High,2,14.000063214142997,2.925743243243243,2.683544303797468,1,0.46797,1,False,False,True,1,1
18,84.34,94.73,86.51,69.4,55.01,9.3,94.96,80.701,7.7,4,6.2,Low,0,17.463821746685348,9.275977011494254,1.0694444444444444,2,0.55852,1,False,False,True,1,3
18,78.39,92.99,76.92,82.04,57.43,59.7,64.76,73.6405,20.4,8,4.4,Medium,1,14.056161282512376,3.4411448598130843,3.7777777777777772,1,0.7424299999999999,0,True,False,False,0,2
24,67.47,98.25,75.62,93.74,58.33,54.8,98.3,85.7665,8.4,6,8.8,Medium,1,17.521400343579845,9.12409574468085,0.8571428571428571,3,0.7417699999999999,0,False,False,False,0,3
24,85.26,82.99,94.74,83.02,59.88,60.8,73.67,79.71549999999999,28.6,5,5.1,Low,0,12.977994837416139,2.693091216216216,4.688524590163935,0,0.77026,1,True,False,False,1,2
24,76.87,80.96,67.13,91.95,71.0,61.8,55.05,69.42399999999999,15.4,6,5.3,Medium,1,13.990048963459708,4.233170731707317,2.4444444444444446,0,0.78381,0,False,True,False,1,1
19,73.46,73.54,53.52,73.7,81.19,50.0,52.75,61.91,8.2,7,5.9,Medium,1,12.97856502083339,6.729347826086957,1.188405797101449,2,0.6651799999999999,0,True,False,False,0,1
18,75.57,47.56,49.71,85.87,81.44,49.400000000000006,66.93,63.135,6.0,1,6.5,Medium,1,17.59983721515628,9.019285714285713,0.8,2,0.71839,1,True,False,False,0,1
18,81.82,51.35,64.0,99.0,50.429899999999996,92.4,62.94,67.05449999999999,13.2,3,4.7,Low,0,19.738125182043,4.722147887323943,2.31578947368421,1,0.9186599999999999,1,True,False,False,0,1
22,83.0,57.37,82.77,57.67,96.05,53.4,92.19,77.8805,27.3,1,7.1,Low,0,18.61247431160081,2.7519611307420493,3.3703703703703707,1,0.63988,1,False,True,False,0,2
24,64.45,93.41,42.55,96.35,91.14,61.7,86.88,77.3645,8.6,9,6.6,Medium,1,22.359256025190103,8.058802083333335,1.131578947368421,4,0.7638499999999999,0,False,False,True,1,2
24,57.04,50.38,47.74,76.12,98.2,26.7,94.23,70.334,24.8,4,5.5,Medium,1,23.688929481933116,2.726124031007752,3.8153846153846156,2,0.5557000000000001,1,False,False,False,0,2
20,57.83,95.37,46.37,82.16,68.0,87.10000000000001,79.46,73.215,15.4,2,7.5,Medium,1,18.38559952789139,4.464329268292683,1.811764705882353,2,0.76343,0,False,False,False,0,2
20,81.97,71.37,75.12,93.89,83.24,2.4,71.77,73.544,25.1,5,6.6,Low,0,9.555148873774808,2.8177777777777777,3.3026315789473686,0,0.6286700000000001,1,False,True,False,1,2
21,93.64,82.93,54.57,70.48,58.4,55.7,63.53,64.338,26.9,2,8.2,Medium,1,11.193742448350331,2.306021505376344,2.9239130434782608,0,0.72994,0,False,False,True,1,1
20,70.47,46.61,49.98,70.93,90.85,38.4,79.16,64.87899999999999,29.8,7,8.3,Medium,1,18.94917755471197,2.1064610389610388,3.204301075268817,2,0.61033,0,False,False,True,1,1
23,58.48,56.14,75.57,76.36,58.07,60.4,80.9,71.8645,6.7,4,8.9,Medium,1,11.434123053387173,9.33305194805195,0.6767676767676768,2,0.66208,1,False,True,False,1,2
21,87.83,97.51,85.68,50.96,66.3,36.0,69.65,73.0155,24.9,5,4.3,Low,0,18.01523383139947,2.819131274131274,4.69811320754717,1,0.57533,1,True,False,False,0,2
24,91.62,55.97,59.93,74.83,74.54,71.8,96.83,74.69550000000001,6.7,9,6.0,Medium,1,16.06823885807029,9.700714285714287,0.9571428571428572,3,0.78958,0,False,False,True,1,2
22,94.03,57.79,74.69,64.55,79.73,2.0,82.0,69.6965,12.9,2,6.5,Low,0,10.296942264575442,5.014136690647482,1.72,0,0.5462899999999999,0,False,False,False,0,1
20,80.34,51.86,45.89,96.4,77.98,40.6,91.87,71.10050000000001,21.2,5,5.2,Low,0,22.967852533486887,3.2027252252252256,3.419354838709677,1,0.7484200000000001,1,False,True,False,0,2
22,93.04,47.74,96.11,54.39,55.1,83.10000000000001,81.02,73.318,16.2,4,8.6,Low,0,20.708936959679992,4.262674418604651,1.6875,1,0.7459800000000001,1,False,False,False,0,2
20,50.77,54.0,60.21,72.97,71.08,25.0,65.83,62.205,19.1,3,4.4,High,2,7.825514040623784,3.094776119402985,3.537037037037037,1,0.51919,0,True,False,False,1,1
20,55.36,78.54,99.3501,97.37,96.15,5.300000000000001,86.83,87.27799999999999,29.2,1,6.1,Medium,1,8.765905834652798,2.8899999999999997,4.112676056338028,1,0.5714600000000001,1,False,True,False,1,3
22,54.63,67.32,98.72,95.05,93.62,49.7,61.51,79.3355,25.5,6,4.9,Medium,1,17.410414412069578,2.9937924528301885,4.322033898305085,2,0.69319,0,False,False,False,0,2
18,85.63,73.23,86.73,85.07,79.54,97.7,79.83,82.21549999999999,14.1,7,7.4,Low,0,5.319755633485431,5.444735099337748,1.6785714285714284,0,0.8902699999999999,1,False,False,False,0,3
18,53.48,47.34,41.2,79.47,78.62,6.4,70.12,58.5395,20.0,1,7.5,High,2,17.92904626576662,2.787595238095238,2.3529411764705883,3,0.49751999999999996,1,True,False,False,1,0
18,74.82,88.13,72.61,64.04,55.58,7.0,57.49,64.13300000000001,6.2,6,8.4,Medium,1,13.28479017523423,8.907361111111113,0.6595744680851063,2,0.5016200000000001,1,False,True,False,1,1
23,73.64,87.05,45.21,68.35,60.01,59.5,70.66,64.78649999999999,16.3,1,6.0,Medium,1,15.314348827162059,3.744884393063583,2.3285714285714287,2,0.67282,0,False,False,True,0,1
18,65.54,41.3,93.71,54.51,62.63,25.0,65.51,64.965,20.2,6,7.9,High,2,19.30735662901579,3.0643867924528303,2.2696629213483144,2,0.48966000000000004,1,False,False,True,1,1
20,93.52,63.01,87.38,89.31,74.41,41.0,55.61,70.86699999999999,22.9,4,6.7,Low,0,14.769437362337131,2.965146443514644,2.974025974025974,0,0.7607999999999999,0,False,False,False,1,2
24,58.52,44.13,98.34,66.19,86.57,83.10000000000001,91.19,81.302,27.5,6,8.1,Medium,1,22.05235996441197,2.852701754385965,3.021978021978022,2,0.68962,1,True,False,False,0,3
19,67.62,87.53,76.5,83.39,73.04,19.9,74.93,75.541,12.1,1,4.4,Medium,1,6.1306418913519956,5.7664885496183205,2.2407407407407405,1,0.59612,0,False,False,False,1,2
22,88.71,84.24,71.33,67.88,56.3,71.9,67.32,70.07149999999999,27.6,1,6.3,Low,0,10.027416417003932,2.450052447552447,3.7808219178082196,0,0.75335,0,True,False,False,0,2
24,51.52,94.12,71.14,73.22,71.97,50.4,75.25,75.178,21.5,3,4.8,Medium,1,9.61753346757889,3.3412444444444445,3.706896551724138,1,0.5986400000000001,1,False,False,True,1,2
19,83.65,54.18,63.19,77.75,58.13,90.5,87.73,72.244,6.9,6,8.0,Low,0,14.103977453186744,9.144810126582279,0.7666666666666667,1,0.83345,0,False,False,False,0,2
24,90.82,67.38,68.12,90.09,87.56,97.3,50.91,69.5445,14.5,3,4.8,Low,0,16.180635648824186,4.486741935483871,2.5,1,0.92472,0,False,False,False,0,1
23,96.61,51.07,78.12,60.56,58.33,48.5,77.34,67.7345,16.9,7,4.0,Low,0,12.068783285816348,3.784050279329609,3.38,0,0.67757,0,True,False,False,1,1
19,93.81,62.27,95.98,69.94,74.13,58.5,73.96,76.3525,13.8,4,8.6,Low,0,12.543202541615917,5.1589527027027025,1.4375000000000002,0,0.7366900000000001,0,False,True,False,1,2
21,65.97,71.33,75.75,56.5,84.67,74.6,94.65,78.704,7.9,9,6.4,Medium,1,14.3477419826257,8.843146067415729,1.0675675675675675,3,0.64771,1,True,False,False,1,2
18,79.32,43.2,91.43,53.79,61.41,31.9,77.8,68.482,18.8,7,8.9,Medium,1,19.201521554293556,3.4586868686868684,1.898989898989899,1,0.54882,1,False,True,False,0,1
23,53.86,82.89,91.77,80.23,53.8,22.7,56.87,70.9865,8.3,4,6.3,Medium,1,16.81630220946329,7.632956989247312,1.1369863013698631,3,0.5506,1,False,False,True,1,2
24,62.89,72.6,71.13,59.45,78.16,96.5,69.43,71.06,27.9,9,7.0,High,2,6.821497636149995,2.458823529411765,3.4875,2,0.71597,0,False,False,False,0,2
20,54.71,89.74,60.85,52.99,52.71,43.3,81.05,68.37299999999999,26.6,5,7.7,Medium,1,16.96851260423258,2.477282608695652,3.0574712643678166,2,0.50599,0,False,False,False,0,1
18,65.76,56.31,78.37,94.85,79.39,0.9990000000000002,52.3,65.90549999999999,16.9,4,5.4,Medium,1,17.68671761520492,3.681871508379888,2.6406249999999996,2,0.579677,1,True,False,False,1,1
18,93.76,94.2,66.75,76.72,87.67,83.80000000000001,94.23,83.5515,6.7,2,4.7,Low,0,11.965426444552657,10.850844155844156,1.1754385964912282,1,0.8395600000000001,1,True,False,False,0,3
19,67.36,99.6001,44.89,56.73,66.47,60.0,53.39,60.384,18.8,9,7.3,High,2,21.2358882367091,3.04969696969697,2.265060240963855,3,0.609,0,False,False,True,0,1
21,78.09,95.16,62.67,52.67,74.42,16.9,51.53,61.588,19.8,10,6.6,High,2,18.104144553112693,2.960961538461538,2.605263157894737,2,0.49565000000000003,1,False,False,True,0,1
18,71.67,86.67,99.3501,55.99,96.44,3.0,50.5199,71.133,27.2,8,8.1,Medium,1,22.9696162681269,2.5224468085106384,2.989010989010989,3,0.4479700000000001,1,False,True,False,1,2
24,72.95,88.74,42.91,73.57,73.56,29.1,84.19,69.142,6.7,6,4.2,Medium,1,17.87586445462149,8.97948051948052,1.2884615384615385,3,0.60043,0,False,False,True,1,1
24,98.48,74.42,81.8,83.42,99.4901,92.8,72.8,80.589,22.3,1,6.7,Low,0,10.598482683950566,3.458755364806867,2.896103896103896,0,0.9075199999999999,1,False,False,True,1,3
22,64.81,51.41,90.47,82.06,57.85,93.3,55.14,69.63,19.1,8,4.9,High,2,17.637529021946357,3.4641791044776116,3.2372881355932206,3,0.80257,0,False,False,True,1,1
22,81.37,80.62,78.92,57.22,85.45,31.1,92.81,78.349,9.4,4,7.1,Low,0,13.316509677839761,7.533557692307692,1.1604938271604939,1,0.56629,1,False,False,True,1,2
18,71.0,82.77,74.18,81.67,82.63,83.6,60.14,73.696,8.0,1,7.8,Medium,1,9.700570601773896,8.188444444444444,0.9090909090909091,2,0.7904800000000001,0,False,True,False,1,2
19,53.06,99.12,82.45,70.24,93.62,44.2,66.32,77.4845,22.3,3,5.3,Medium,1,14.246655747929061,3.325515021459227,3.53968253968254,1,0.57274,0,False,False,True,1,2
19,74.47,72.48,65.76,73.24,54.62,65.4,58.89,64.697,13.5,6,6.4,Medium,1,8.208259255164887,4.461862068965518,1.8243243243243243,1,0.71257,0,False,True,False,1,1
20,90.67,56.28,45.48,90.07,64.01,33.4,96.34,70.2955,29.8,2,6.1,Low,0,21.914600840535517,2.2823214285714286,4.19718309859155,1,0.7324900000000001,0,True,False,False,0,2
23,54.94,81.02,97.74,66.62,56.61,51.6,87.9,81.192,27.4,8,7.8,Medium,1,16.46080253207601,2.8588732394366194,3.1136363636363633,3,0.5861000000000001,0,False,False,False,0,3
23,53.48,98.76,65.94,57.35,96.65,29.4,86.2,76.8965,19.1,5,7.0,Medium,1,18.530408792036944,3.8256965174129354,2.3875,2,0.47804,1,True,False,False,1,2
23,57.68,50.63,79.92,93.67,71.33,6.1,52.2,64.723,21.0,5,4.6,High,2,18.38116291206843,2.9419545454545455,3.7500000000000004,2,0.56602,1,False,False,True,0,1
21,88.22,59.56,71.88,60.61,95.5,13.9,76.14,69.08249999999998,9.0,1,8.9,Low,0,14.587378791270211,6.908249999999998,0.9090909090909091,1,0.5488,1,False,False,False,0,1
19,86.2,72.51,43.28,64.7,64.72,29.1,78.77,62.95949999999999,27.4,9,8.6,Medium,1,13.395257742947688,2.216883802816901,2.8541666666666665,1,0.6047,0,False,False,True,1,1
20,78.25,50.21,97.16,85.33,56.32,97.6,69.13,75.872,16.5,2,6.9,Low,0,19.6146208222336,4.335542857142857,2.088607594936709,1,0.86887,1,False,False,True,1,2
22,73.41,41.33,87.55,84.18,64.83,96.6,66.09,71.854,18.0,9,7.9,Medium,1,18.478451774972925,3.7817894736842104,2.0224719101123596,3,0.8467500000000001,0,True,False,False,1,2
24,94.42,60.22,48.95,90.02,79.86,82.8,92.6,74.6795,26.8,10,4.1,Medium,1,19.06427549108541,2.6863129496402878,5.254901960784315,2,0.89174,0,False,False,True,1,2
23,88.33,91.92,98.9,59.19,92.26,23.3,51.15,73.1275,5.299,10,5.0,Medium,1,21.83073132077806,11.609382441657404,0.8831666666666668,3,0.57165,1,True,False,False,1,2
22,90.6,42.61,84.21,67.61,69.27,44.2,81.27,71.1035,17.4,1,7.8,Low,0,16.434216744341665,3.8643206521739133,1.9772727272727268,1,0.67484,0,False,False,True,1,2
22,90.66,65.74,68.34,56.29,95.74,44.0,69.71,68.0765,20.7,10,4.5,Medium,1,14.703099333133812,3.1371658986175115,3.7636363636363637,1,0.62914,1,False,True,False,1,1
18,82.14,85.73,76.68,77.05,62.21,38.7,83.3,76.73299999999999,9.0,8,4.2,Low,0,9.148110733916594,7.673299999999999,1.7307692307692306,2,0.67072,0,False,False,False,0,2
21,72.9,97.19,46.4,64.63,84.68,4.5,59.9,62.536,6.7,3,7.1,Medium,1,20.25485991064861,8.121558441558442,0.8271604938271605,3,0.49072000000000005,0,True,False,False,1,1
20,93.23,99.13,73.62,84.45,86.79,53.5,61.93,75.875,18.4,3,4.2,Low,0,14.07198919840404,3.9110824742268044,3.538461538461538,0,0.77799,1,True,False,False,0,2
21,96.3,65.32,44.42,50.52,63.7,7.3,79.34,58.943,18.7,7,4.9,Medium,1,13.660680802946828,2.992030456852792,3.1694915254237284,1,0.51288,0,False,False,False,0,0
18,51.19,97.02,72.69,52.98,51.35,80.19999999999999,99.0,79.5175,13.3,7,4.4,Medium,1,22.96546907859711,5.5606643356643355,2.462962962962963,2,0.60609,1,True,False,False,1,2
20,52.58,42.13,73.16,71.63,68.26,69.1,98.73,75.25399999999999,27.1,7,6.7,Medium,1,20.09205240885062,2.678078291814946,3.5194805194805197,2,0.6515599999999999,0,False,False,False,1,2
20,97.94,84.76,92.47,97.91,52.26,35.3,62.45,76.244,12.5,7,7.4,Low,0,19.722019419927562,5.647703703703704,1.4880952380952381,1,0.79136,1,False,True,False,0,2
19,63.86,78.56,83.5,94.54,95.04,64.7,55.12,76.11500000000001,17.9,3,4.9,Medium,1,16.292725984315826,4.027248677248678,3.0338983050847452,2,0.7638400000000001,0,False,False,True,1,2
21,93.67,54.97,54.97,99.54010000000001,97.68,23.3,79.52,71.732,9.7,8,6.3,Medium,1,21.8640467480748,6.70392523364486,1.3287671232876712,3,0.7490704000000001,1,False,True,False,0,2
21,69.44,70.44,93.31,70.84,86.77,26.5,71.0,75.8215,5.3,1,4.1,Medium,1,10.812195429236377,12.03515873015873,1.0392156862745099,2,0.57118,1,False,False,True,0,2
19,55.96,47.77,74.39,52.33,86.33,31.4,88.08,70.23949999999999,15.7,3,5.3,Medium,1,18.83472325254608,4.205958083832335,2.492063492063492,2,0.4714,0,False,False,False,0,2
22,54.02,92.3,76.38,65.3,62.04,79.7,76.4,75.844,18.2,8,4.9,Medium,1,11.873023203885351,3.9502083333333333,3.084745762711864,2,0.6623600000000001,1,False,True,False,0,2
18,57.83,61.47,50.14,83.79,53.7,21.1,75.53,63.408,24.1,2,4.8,High,2,14.360432792920971,2.526215139442231,4.155172413793104,1,0.5719500000000001,0,False,False,True,0,1
21,62.49,77.56,91.47,56.76,90.11,56.3,82.32,79.5375,16.2,7,5.1,Medium,1,14.005114422952781,4.624273255813954,2.6557377049180326,1,0.58341,0,False,False,False,1,2
19,74.43,49.53,95.86,65.0,77.96,20.0,56.32,66.8365,12.0,4,8.0,Medium,1,18.422694699744657,5.141269230769231,1.3333333333333333,2,0.54329,1,False,False,True,0,1
24,85.07,52.37,86.5,52.81,84.08,28.5,83.86,72.393,20.1,6,8.7,Low,0,17.680498578942846,3.430947867298578,2.0721649484536084,1,0.5519499999999999,1,True,False,False,0,2
20,99.32,99.52,96.45,73.75,88.98,23.5,74.43,82.505,14.5,9,7.5,Low,0,12.071053392310048,5.322903225806451,1.7058823529411764,1,0.66346,1,True,False,False,1,3
23,72.08,85.19,58.14,60.45,70.47,64.5,91.01,73.956,10.8,8,4.4,Medium,1,14.642964863715273,6.2674576271186435,2.0,2,0.65154,1,False,False,False,0,2
24,75.91,97.72,91.67,54.56,57.23,52.7,56.94,71.19949999999999,27.8,4,7.1,Medium,1,21.194518866914624,2.4722048611111105,3.432098765432099,1,0.60407,1,False,False,True,1,2
19,76.09,57.75,69.33,70.56,89.75,72.1,65.04,68.67099999999999,18.4,7,7.7,Medium,1,11.877585192285508,3.539742268041237,2.1149425287356323,0,0.72681,0,True,False,False,1,1
23,76.97,49.87,49.84,67.56,72.69,22.0,97.51,67.6965,10.0,3,4.6,Medium,1,19.686493593324336,6.154227272727272,1.7857142857142858,1,0.56715,1,False,True,False,0,1
