Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Stress_Level (1-10),Sleep_Hours_per_Night,Extracurricular,Avg_Exam_Score,Exam_Improvement,Study_Sleep_Ratio,Low_Score_Count,Overall_Avg_Score,Score_Variability,Attendance_Efficiency,Priority
57.39,84.63,54.37,95.14,70.53,27.3,88.24,16.2,7,5.1,0,69.5,-30.26,3.115384615384616,0,70.035,25.481815280705572,122.0334553058024,1
78.79,83.18,72.31,69.16,57.64,18.4,89.97,19.0,10,5.5,0,77.745,-10.870000000000005,3.3928571428571432,0,65.11,25.49671351370604,82.63739053179337,1
53.48,43.12,59.11,56.6,58.65,14.7,97.75,29.5,1,4.1,1,51.115,15.990000000000002,7.023809523809525,1,54.98833333333332,26.92790628078364,102.82036898529044,2
90.74,51.64,53.08,99.54,94.11,2.1,92.42,10.0,5,5.0,1,52.36,1.4399999999999975,1.9607843137254903,0,65.48166666666667,37.59748418001751,72.16405848211006,1
93.93,69.28,90.21,91.11,50.61,85.5,83.64,9.2,6,5.5,1,79.745,20.929999999999996,1.6428571428571428,0,78.39166666666667,15.712071049567802,83.45753930231733,0
87.86,56.16,79.16,50.72,78.59,14.7,87.25,19.2,8,6.7,0,67.66,23.0,2.823529411764706,0,61.09666666666666,26.836520390443063,69.53865998937704,1
62.9,75.33,58.21,75.4,61.67,46.1,53.1,17.6,2,8.0,0,66.77,-17.119999999999997,2.17283950617284,0,61.63500000000001,11.85700257231987,97.98887122416536,2
76.18,58.95,68.12,78.13,62.08,25.1,84.39,21.3,9,7.0,0,63.535,9.170000000000002,3.0000000000000004,0,62.795,20.81379422402364,82.42977159359411,1
94.46,83.46,98.79,68.22,83.97,28.3,65.79,15.0,5,6.7,0,91.125,15.330000000000013,2.2058823529411766,0,71.42166666666667,24.30165543058058,75.61048768438141,1
74.33,44.32,65.41,78.51,66.29,37.1,82.04,5.5,3,4.3,1,54.865,21.09,1.2500000000000002,1,62.27833333333334,18.09055821876889,83.78626844253107,2
68.98,93.42,41.12,91.12,70.42,27.8,67.54,29.9,10,6.7,1,67.27,-52.3,4.397058823529411,1,65.23666666666666,26.38005736662957,94.57330627234946,2
67.38,79.83,68.72,83.23,76.1,60.2,81.68,7.3,1,7.5,1,74.275,-11.11,0.9605263157894736,0,74.96,8.8922775485249,111.24962897002078,1
98.82,98.48,80.21,55.58,63.53,63.6,98.67,18.1,5,5.1,1,89.345,-18.27000000000001,3.480769230769232,0,76.67833333333333,18.764220651726163,77.59394184712946,0
89.53,57.45,81.94,90.59,79.31,86.1,75.53,20.8,10,9.0,0,69.695,24.489999999999995,2.285714285714286,0,78.48666666666666,11.56148894678651,87.66521463941324,1
68.2,47.95,52.4,85.35,92.45,66.7,52.71,19.4,10,8.0,0,50.175,4.449999999999996,2.3950617283950617,1,66.25999999999999,18.769635052392463,97.15542521994134,2
54.45,72.76,71.08,67.78,55.33,78.1,59.71,29.6,9,8.7,1,71.92,-1.6800000000000068,3.363636363636364,0,67.46,8.505360662546884,123.8934802571166,2
91.02,56.5,42.61,74.7,68.47,65.7,67.92,15.4,7,4.8,0,49.555,-13.89,3.1428571428571432,1,62.650000000000006,11.450540598591845,68.83102614809933,2
94.94,82.05,61.85,57.8,60.03,40.2,69.54,18.4,7,6.6,1,71.95,-20.2,2.746268656716418,0,61.91166666666667,13.82454833499694,65.21136156168808,2
78.88,92.64,77.45,63.66,58.21,91.1,73.6,22.0,2,6.1,1,85.045,-15.189999999999998,3.548387096774194,0,76.11,14.010347604538582,96.48833671399596,1
82.07,98.57,95.11,77.84,91.22,71.7,78.79,29.8,1,6.2,0,96.84,-3.4599999999999937,4.73015873015873,0,85.53833333333334,10.863022446200992,104.22606717842493,0
82.44,45.17,98.86,58.09,73.44,12.6,58.14,9.5,4,6.5,1,72.015,53.69,1.4393939393939394,1,57.71666666666667,28.75151520644897,70.01051269610221,2
81.64,69.73,97.7,72.25,84.32,89.1,83.38,13.8,2,5.3,1,83.715,27.97,2.555555555555556,0,82.74666666666667,10.454253998572382,101.35554466764658,0
64.23,46.73,79.86,96.69,58.41,76.10000000000001,96.03,13.1,1,4.7,1,63.295,33.13,2.7291666666666665,1,75.63666666666667,20.04762097274055,117.75909491930042,1
59.07,55.56,40.07,74.63,93.99,74.3,71.96,13.6,4,7.2,1,47.815,-15.490000000000002,1.8630136986301369,1,68.41833333333334,18.48565434780891,115.82585632864964,2
85.21,79.62,42.12,96.81,70.38,87.89999999999999,70.89,28.8,3,5.3,1,60.870000000000005,-37.50000000000001,5.333333333333334,1,74.61999999999999,18.87800307235911,87.57188123459687,2
70.54,62.02,87.87,59.47,63.82,41.6,96.18,10.9,3,5.2,0,74.94500000000001,25.85,2.056603773584906,0,68.49333333333334,20.052045947151296,97.09857291371328,1
72.94,63.67,50.96,78.1,51.55,84.80000000000001,56.2,25.3,7,6.8,1,57.315,-12.71,3.666666666666667,0,64.21333333333332,14.263028663880148,88.03582853486884,2
73.42,56.4,59.92,63.08,56.78,20.4,61.76,7.8,7,7.9,0,58.16,3.520000000000003,0.975,0,53.056666666666665,16.21616189690602,72.26459638608917,2
90.06,81.36,55.61,68.33,97.53,35.6,63.2,5.7,3,5.5,1,68.485,-25.75,1.017857142857143,0,66.93833333333335,21.308067408065583,74.3263750092531,2
78.92,70.59,54.21,59.54,58.51,62.9,57.48,12.1,8,7.4,0,62.400000000000006,-16.380000000000003,1.6133333333333333,0,60.53833333333333,5.676715306113799,76.70848116235851,2
66.17,67.84,53.39,51.61,74.16,37.6,67.35,26.4,3,5.8,0,60.615,-14.450000000000005,4.474576271186441,0,58.65833333333334,13.572306239790889,88.64792705657146,2
80.51,91.65,86.89,61.69,69.67,20.1,84.99,14.8,3,6.6,0,89.27000000000001,-4.760000000000005,2.208955223880597,0,69.165,26.584530652242105,85.90858278474724,1
81.29,56.32,86.44,86.04,88.61,91.1,67.08,12.4,1,4.1,1,71.38,30.12,2.952380952380953,0,79.265,14.140189178366745,97.50891868618524,1
97.73,86.75,64.63,97.98,82.91,89.7,99.58,26.5,10,6.7,1,75.69,-22.120000000000005,3.897058823529412,0,86.925,12.675019132135464,88.94402946894505,0
82.84,99.0,72.39,60.71,69.57,59.400000000000006,81.46,8.6,10,4.9,1,85.695,-26.61,1.72,0,73.75499999999998,14.78034201228104,89.033075808788,1
85.33,84.55,62.8,63.01,81.09,23.5,62.75,26.6,4,4.1,1,73.675,-21.75,6.333333333333335,0,62.95,21.68865233249867,73.77241298488222,2
54.78,56.68,57.49,56.47,58.25,70.19999999999999,67.52,24.1,8,4.0,1,57.085,0.8100000000000023,5.878048780487806,0,61.10166666666666,6.101709323350844,111.54009979311182,2
73.63,96.83,40.88,81.06,90.38,54.400000000000006,71.09,11.7,4,4.2,0,68.855,-55.95,2.7209302325581395,1,72.44,21.514264105471977,98.38381094662502,2
62.31,46.73,52.76,94.7,92.8,83.10000000000001,94.92,20.8,10,8.3,0,49.745,6.030000000000001,2.4761904761904763,1,77.50166666666668,22.016388819846608,124.38078425078908,1
88.09,91.93,44.87,64.77,93.08,56.0,87.05,27.7,10,7.2,1,68.4,-47.06000000000001,3.7945205479452055,1,72.95,20.5278766559038,82.81303212623453,1
76.16,83.33,82.83,52.12,61.26,38.5,57.69,19.9,6,7.6,0,83.08,-0.5,2.5844155844155843,0,62.62166666666667,17.638180650698263,82.22382703081233,2
77.18,87.57,98.32,67.3,58.83,7.5,57.48,14.3,3,8.6,0,92.945,10.75,1.6436781609195406,0,62.833333333333336,31.615249274150383,81.41141919322796,1
85.58,69.57,76.04,66.23,52.82,96.0,73.75,26.5,10,8.1,1,72.805,6.470000000000013,3.231707317073171,0,72.40166666666667,14.152641331803284,84.6011529173483,1
77.06,85.05,83.04,73.23,75.15,92.8,78.07,26.6,8,6.0,0,84.045,-2.009999999999991,4.360655737704919,0,81.22333333333334,7.248243005492203,105.40271649796696,0
90.26,43.39,51.84,87.55,65.43,26.6,73.99,12.0,9,6.3,1,47.615,8.450000000000003,1.875,1,58.13333333333333,22.00608340133852,64.40652928576704,2
79.82,77.87,48.28,61.58,93.85,76.8,71.38,10.2,2,8.5,1,63.075,-29.590000000000003,1.1860465116279069,1,71.62666666666668,15.52856936960603,89.7352376179738,2
80.4,96.43,78.88,90.94,84.22,83.80000000000001,74.98,14.2,6,5.3,1,87.655,-17.55000000000001,2.6296296296296298,0,84.87500000000001,7.819692449195173,105.56592039800996,0
78.03,57.29,41.91,52.51,66.71,73.1,93.36,22.0,5,5.7,0,49.6,-15.380000000000004,3.793103448275862,1,64.14666666666666,17.983586590740643,82.2076978939724,2
63.38,61.89,96.61,60.28,53.75,79.4,70.18,20.0,8,7.1,0,79.25,34.72,2.777777777777778,0,70.35166666666666,15.620854543419403,110.99978962869464,1
82.13,92.16,60.7,60.47,97.25,8.299999999999999,55.41,11.8,5,5.2,0,76.43,-31.459999999999997,2.226415094339623,0,62.38166666666668,31.88248134425341,75.95478712610092,2
59.04,57.74,56.83,85.24,83.43,92.9,73.65,7.6,7,4.6,1,57.285,-0.9100000000000036,1.6170212765957448,0,74.96499999999999,15.00802551970112,126.9732384823848,1
96.24,56.3,48.54,79.53,56.82,85.5,55.24,23.4,2,5.4,0,52.42,-7.759999999999998,4.254545454545454,1,63.655,15.028694886782418,66.14193682460515,2
50.47,64.04,55.58,53.6,77.3,16.599999999999998,68.78,13.2,8,4.2,0,59.81,-8.460000000000008,3.069767441860465,0,55.98333333333333,21.165796622538604,110.9239812429826,2
94.36,99.0,67.98,85.66,75.13,29.700000000000003,90.57,16.3,4,6.6,1,83.49000000000001,-31.02,2.432835820895523,0,74.67333333333333,24.62846943410545,79.1366398191324,0
94.44,60.31,54.17,84.38,54.56,27.3,51.64,19.4,7,8.8,1,57.24,-6.140000000000001,2.179775280898876,0,55.39333333333334,18.27519812934094,58.65452491881971,2
77.41,98.46,52.16,75.7,80.41,6.6000000000000005,74.78,14.0,10,7.7,0,75.31,-46.3,1.794871794871795,0,64.685,32.06870234356232,83.56155535460535,2
75.58,94.58,57.95,57.58,93.46,85.39999999999999,77.47,14.2,3,4.2,0,76.265,-36.63,3.302325581395349,0,77.74,16.65846451507461,102.85789891505688,1
93.27,53.04,71.62,70.13,50.09,7.800000000000001,92.03,14.3,8,6.2,0,62.33,18.580000000000005,2.26984126984127,0,57.45166666666668,28.62197716208065,61.597155212465616,2
84.87,54.56,76.98,52.34,57.9,7.199999999999999,59.98,29.8,10,7.0,1,65.77000000000001,22.42,4.19718309859155,0,51.49333333333334,23.38657620659054,60.67318644200935,2
68.19,99.83,74.59,82.38,61.68,81.7,63.68,8.9,4,4.4,0,87.21000000000001,-25.239999999999995,1.9777777777777776,0,77.31,14.068401472804222,113.3743950725913,1
90.11,65.01,65.15,79.49,90.02,66.10000000000001,70.27,11.1,5,8.2,0,65.08000000000001,0.1400000000000005,1.3373493975903616,0,72.67333333333333,10.116182415648035,80.64957644360597,1
69.07,66.7,62.37,85.13,76.85,28.5,58.1,28.1,5,4.4,0,64.535,-4.330000000000005,6.2444444444444445,0,62.94166666666666,19.54423640531056,91.12735871820858,2
74.93,61.76,96.77,53.53,91.24,80.3,95.47,26.3,10,4.3,0,79.265,35.01,5.977272727272728,0,79.84500000000001,18.331370652518046,106.55945549179236,0
57.05,94.47,99.69,81.44,55.3,79.5,83.46,14.2,8,7.6,1,97.08,5.219999999999999,1.8441558441558443,0,82.31,15.42365456044708,144.27695004382122,0
73.17,86.98,55.9,54.7,97.73,64.7,92.47,5.9,7,7.8,1,71.44,-31.080000000000005,0.7468354430379748,0,75.41333333333334,19.22154589690087,103.06591954808438,1
52.84,57.67,89.51,63.16,58.94,4.1,75.13,13.0,5,6.4,0,73.59,31.840000000000003,2.0,0,58.085,29.048586024107955,109.92619227857683,2
89.49,79.12,68.54,91.91,91.45,93.2,62.06,25.1,4,8.4,1,73.83000000000001,-10.579999999999998,2.9529411764705884,0,81.04666666666667,13.375852371593618,90.56505382351848,1
66.6,45.82,79.41,81.29,69.96,95.8,77.58,28.8,3,6.9,0,62.615,33.59,4.114285714285715,1,74.97666666666666,16.58420533720765,112.5775775775776,1
78.45,64.47,62.05,80.83,79.15,88.80000000000001,79.65,24.4,4,8.7,0,63.26,-2.4200000000000017,2.772727272727273,0,75.825,10.370858691545273,96.65391969407268,1
66.06,98.62,40.55,67.51,78.41,24.8,97.68,18.1,4,7.4,0,69.58500000000001,-58.07000000000001,2.4133333333333336,1,67.92833333333334,30.15561865833077,102.82823695630236,1
56.38,82.08,48.48,55.32,52.05,32.599999999999994,97.4,20.5,3,8.3,1,65.28,-33.6,2.4404761904761902,1,61.32166666666666,23.851125270449334,108.7649284616294,2
99.09,64.7,63.23,54.74,75.35,80.5,69.0,25.5,2,4.6,1,63.965,-1.470000000000006,5.425531914893618,0,67.92,9.172835984579685,68.5437481077808,2
69.71,80.87,69.29,78.76,92.42,75.19999999999999,61.87,16.2,1,4.6,1,75.08000000000001,-11.579999999999998,3.446808510638298,0,76.40166666666667,10.443216777730257,109.59929230622105,1
63.78,88.74,89.85,67.43,66.17,8.0,53.47,17.9,9,6.3,0,89.29499999999999,1.1099999999999994,2.796875,0,62.27666666666666,30.08596195348699,97.64293927040868,2
63.03,50.88,73.02,57.58,98.11,85.19999999999999,57.89,5.6,2,5.8,1,61.95,22.139999999999997,0.9491525423728814,0,70.44666666666667,18.41531065897794,111.7668834946322,2
63.88,95.6,69.81,95.42,79.02,94.2,52.37,17.9,7,4.2,1,82.705,-25.789999999999992,4.162790697674418,0,81.07,17.573391249272294,126.90983093299936,1
56.01,40.0,49.33,55.6,66.0,55.7,74.95,9.6,1,7.7,0,44.665,9.329999999999998,1.2307692307692308,2,56.93,12.285373417198194,101.64256382788788,2
90.62,83.09,58.2,52.83,92.01,19.6,89.53,20.9,6,5.0,1,70.64500000000001,-24.89,4.098039215686274,0,65.87666666666667,27.962141310469534,72.6955050393585,1
55.56,66.46,99.0,56.84,93.09,51.2,82.26,28.0,6,5.8,1,82.72999999999999,32.540000000000006,4.745762711864408,0,74.80833333333332,19.62086890702516,134.64422846172306,1
56.77,52.25,40.21,70.91,97.16,48.7,91.2,20.5,9,8.1,1,46.23,-12.04,2.5,1,66.73833333333333,23.58092230313875,117.5591568316599,2
91.62,49.3,66.55,66.88,98.06,76.2,69.08,10.0,8,4.8,0,57.925,17.25,2.0408163265306123,1,71.01166666666666,15.941368092691,77.50673069926506,2
90.86,48.81,89.24,97.46,65.79,46.2,96.0,14.3,4,7.1,1,69.025,40.42999999999999,1.9861111111111116,1,73.91666666666667,23.415241759731344,81.3522635556534,0
85.33,98.33,71.71,55.14,57.18,35.4,65.49,13.9,2,5.3,1,85.02,-26.620000000000005,2.5740740740740744,0,63.875,20.895412654456,74.85643970467596,2
68.64,48.33,91.08,99.79,84.26,16.1,94.62,13.4,6,7.6,1,69.705,42.75,1.7402597402597404,1,72.36333333333333,33.11371115816931,105.42443667443666,0
83.9,76.03,65.43,81.13,63.19,13.4,75.22,11.3,3,4.1,1,70.73,-10.599999999999994,2.690476190476191,0,62.4,24.946932476759542,74.37425506555422,2
96.72,95.79,83.71,67.17,74.21,33.6,79.13,12.6,3,5.8,0,89.75,-12.080000000000013,2.135593220338983,0,72.26833333333333,21.24272149859021,74.71912048524952,1
76.72,95.0,97.54,92.73,74.22,14.9,54.35,20.2,5,7.4,1,96.27,2.5400000000000063,2.6933333333333334,0,71.45666666666666,32.20594396484392,93.13955509210984,1
93.52,95.91,77.39,78.38,69.91,69.9,87.82,28.5,6,6.6,0,86.65,-18.52,4.253731343283582,0,79.885,10.270888471792494,85.42023096663816,0
66.51,40.2,74.32,91.14,68.36,66.10000000000001,86.37,8.5,5,6.9,0,57.26,34.11999999999999,1.2142857142857142,1,71.08166666666666,18.06908123471325,106.87365308474917,1
98.39,64.5,87.25,74.8,69.22,97.8,99.16,13.6,4,8.9,0,75.875,22.75,1.511111111111111,0,82.12166666666667,14.785111993714038,83.46546058203748,0
54.41,73.69,45.44,76.03,54.68,89.3,72.56,26.6,6,8.9,1,59.565,-28.25,2.955555555555556,1,68.61666666666666,15.845724554802366,126.11039637321572,2
54.37,54.76,52.81,88.57,95.47,40.2,55.71,9.7,9,6.9,0,53.785,-1.949999999999996,1.3857142857142857,0,64.58666666666666,22.080482482651203,118.79099993869168,2
72.54,82.23,51.52,74.73,80.54,86.4,77.69,23.1,2,7.1,0,66.875,-30.71,3.208333333333334,0,75.51833333333335,12.409124734108634,104.10578071868396,1
98.32,79.17,75.12,59.29,81.86,88.4,68.13,12.7,6,8.2,0,77.14500000000001,-4.049999999999997,1.530120481927711,0,75.32833333333333,10.367035095275153,76.61547328451316,1
64.07,63.52,41.73,91.07,80.96,77.5,78.0,29.4,6,6.2,1,52.625,-21.790000000000006,4.666666666666667,1,72.13,17.31056555979613,112.57999063524272,2
69.07,95.8,72.61,74.09,92.52,67.9,99.7,17.3,8,8.0,0,84.205,-23.19,2.135802469135802,0,83.77,13.748841405733064,121.28275662371507,0
53.0,60.64,67.9,65.22,58.68,98.3,72.78,11.0,5,6.3,0,64.27000000000001,7.260000000000005,1.7187500000000002,0,70.58666666666666,14.488365907398483,133.1823899371069,2
61.92,69.36,70.17,66.61,86.21,65.1,69.91,15.7,7,5.8,0,69.765,0.8100000000000023,2.6610169491525424,0,71.22666666666665,7.611629698472375,115.03014642549525,1
88.58,79.75,59.49,73.11,62.59,10.3,82.4,23.5,2,7.4,0,69.62,-20.26,3.1333333333333333,0,61.27333333333335,26.574516113499914,69.17287574320765,2
64.56,81.6,53.57,58.09,70.72,89.0,68.63,22.6,5,7.4,1,67.585,-28.029999999999998,3.0133333333333336,0,70.26833333333333,13.48566856580224,108.8419041718298,2
69.11,93.68,75.71,79.59,89.16,19.1,56.4,25.3,10,8.1,0,84.695,-17.970000000000013,3.085365853658537,0,68.94,27.645790276278955,99.75401533786716,1
86.65,57.46,97.44,99.62,67.66,7.800000000000001,66.88,14.9,8,8.7,1,77.45,39.98,1.6931818181818183,0,66.14333333333333,33.41363893182942,76.33391036737834,1
75.82,43.32,91.22,70.73,58.43,92.4,57.47,5.3,3,6.1,1,67.27,47.9,0.8548387096774194,1,68.92833333333334,19.74020609483768,90.91048975644073,2
55.55,70.8,80.73,84.33,95.11,12.2,68.07,14.6,1,6.7,1,75.765,9.930000000000009,2.147058823529412,0,68.54,29.26912776288354,123.3843384338434,1
87.93,91.6,94.73,80.74,87.97,78.4,72.61,6.7,9,8.8,0,93.165,3.1300000000000097,0.7528089887640449,0,84.34166666666665,8.481427749304162,95.91910231623638,0
89.5,51.88,81.42,97.45,66.03,76.10000000000001,67.98,14.7,9,7.7,1,66.65,29.54,1.8846153846153848,0,73.47666666666667,15.471143030386171,82.09683426443203,1
57.37,53.95,73.92,60.91,92.35,4.1,55.02,20.5,4,8.2,0,63.935,19.97,2.4698795180722897,0,56.708333333333336,29.537499837776835,98.8466678287142,2
54.41,80.19,52.79,51.08,51.11,2.6,66.99,8.3,2,4.2,1,66.49,-27.4,1.9302325581395352,0,50.79333333333333,26.28026839030885,93.35293757275012,2
87.65,52.5,52.59,56.66,88.38,78.1,64.34,13.3,5,8.3,0,52.545,0.0900000000000034,1.5833333333333333,0,65.42833333333334,14.814741869727822,74.64727134436205,2
50.66,66.82,89.24,77.65,70.94,71.39999999999999,99.19,15.8,10,7.8,1,78.03,22.42,2.0000000000000004,0,79.20666666666666,12.531048905285887,156.34951967364128,0
50.49,74.97,99.96,95.64,82.17,57.8,96.86,20.8,9,6.3,0,87.465,24.989999999999995,3.2500000000000004,0,84.56666666666668,16.27878332881996,167.49191258995182,0
90.28,76.24,68.48,94.19,75.43,42.5,89.73,17.7,2,7.8,1,72.36,-7.759999999999991,2.240506329113924,0,74.42833333333334,18.350755206984445,82.44166297444987,1
77.6,74.83,97.46,93.59,82.06,42.7,59.39,18.5,9,8.1,0,86.145,22.629999999999995,2.25609756097561,0,75.005,20.913508314006044,96.65592783505156,1
73.16,63.36,51.58,76.11,60.94,32.8,71.43,27.1,4,7.0,1,57.47,-11.78,3.816901408450705,0,59.370000000000005,15.560881723090118,81.15090213231275,2
64.01,87.96,98.47,96.98,55.63,58.8,78.6,13.8,4,4.3,0,93.215,10.510000000000003,3.1363636363636367,0,79.40666666666668,18.63334394752232,124.05353330208824,0
88.44,51.65,77.67,54.08,73.25,51.3,55.1,16.0,1,5.3,0,64.66,26.020000000000003,2.9629629629629632,0,60.50833333333333,11.753381499239556,68.41738278305442,2
67.57,44.79,48.33,70.54,59.77,76.39999999999999,64.2,12.1,4,4.2,1,46.56,3.539999999999999,2.813953488372093,2,60.671666666666674,12.349661398867042,89.7908341966356,2
92.51,49.67,73.63,83.18,56.59,70.7,71.15,12.8,3,6.9,0,61.65,23.959999999999997,1.8285714285714287,1,67.48666666666668,12.197850083792089,72.95067199942349,2
98.36,82.15,91.72,68.34,69.2,88.9,61.67,23.4,2,8.7,1,86.935,9.569999999999991,2.659090909090909,0,76.99666666666668,12.293537597724532,78.2804663142199,1
71.59,83.06,54.67,86.23,73.0,96.9,78.73,21.2,10,4.5,0,68.86500000000001,-28.39,4.608695652173913,0,78.765,14.26083412707686,110.02234949015228,1
99.57,78.14,97.83,60.69,72.54,34.7,87.57,24.4,3,6.8,1,87.985,19.69,3.536231884057971,0,71.91166666666666,22.211547822397847,72.22222222222223,0
82.04,84.34,78.51,60.09,57.0,80.60000000000001,91.51,25.5,6,5.3,0,81.42500000000001,-5.829999999999998,4.722222222222222,0,75.34166666666668,13.777543201408106,91.83528360149522,1
99.12,52.86,91.3,67.47,59.17,50.6,51.15,28.7,5,4.4,0,72.08,38.44,6.377777777777777,0,62.09166666666667,15.669023475209508,62.64292440139897,2
92.57,43.51,89.54,76.29,55.27,35.0,86.82,21.3,3,5.6,1,66.525,46.03000000000001,3.7368421052631584,1,64.405,23.06580564385298,69.57437614778006,1
85.04,57.64,75.73,83.9,59.34,91.1,67.15,18.6,2,7.8,1,66.685,18.090000000000003,2.354430379746836,0,72.47666666666667,13.483154922593846,85.22656005017247,1
63.95,92.93,90.41,59.97,85.43,56.3,79.71,19.9,5,4.9,1,91.67,-2.5200000000000102,3.98,0,77.45833333333333,15.67962042482747,121.12327339066978,0
84.74,98.0,98.55,84.04,53.94,38.5,62.48,28.6,9,5.9,1,98.275,0.5499999999999972,4.766666666666667,0,72.58500000000001,24.75017070648201,85.65612461647393,1
83.54,48.62,58.67,52.66,54.15,12.1,66.0,25.4,3,4.1,0,53.645,10.050000000000004,6.047619047619048,1,48.7,18.887251785265107,58.29542734019631,2
74.04,51.92,78.74,90.72,97.03,52.2,91.01,20.1,5,8.2,0,65.33,26.819999999999997,2.421686746987952,0,76.93666666666665,20.16318096597525,103.91229965784258,0
68.62,73.88,73.32,83.92,51.35,17.8,90.69,25.5,1,8.4,0,73.6,-0.5600000000000023,3.0,0,65.16000000000001,26.758281708659847,94.95773826872632,1
62.21,97.81,75.23,96.45,76.42,59.5,72.93,25.3,9,7.5,0,86.52000000000001,-22.58,3.328947368421053,0,79.72333333333334,14.786098426111828,128.151958420404,0
54.48,85.22,90.09,98.32,59.93,81.19999999999999,66.2,20.6,2,7.8,0,87.655,4.8700000000000045,2.6075949367088613,0,80.16,14.5547943990975,147.136563876652,1
86.02,91.38,92.13,89.47,74.05,72.0,89.28,21.6,5,5.3,0,91.755,0.75,4.000000000000001,0,84.71833333333335,9.14622417539974,98.48678601875535,0
72.88,69.06,78.2,86.91,95.21,72.30000000000001,92.51,24.5,2,5.7,1,73.63,9.14,4.224137931034483,0,82.365,10.809685934383102,113.01454445664103,0
51.86,63.38,86.31,86.8,96.45,18.2,68.31,26.3,7,8.1,0,74.845,22.93,3.207317073170732,0,69.90833333333333,28.20542034196028,134.8020311093971,1
62.89,52.08,55.39,84.4,82.99,27.9,84.62,21.7,4,8.4,0,53.735,3.3100000000000023,2.552941176470588,0,64.56333333333333,23.321616296188967,102.6607303757884,2
71.92,80.14,46.53,90.1,79.07,30.0,90.47,17.6,1,5.4,1,63.335,-33.61,3.2,1,69.38499999999999,25.12642811861646,96.47525027808676,1
55.32,81.08,89.36,59.11,83.34,15.9,71.22,18.9,7,6.0,1,85.22,8.280000000000001,3.098360655737705,0,66.66833333333334,27.04005208328317,120.51397927211376,1
72.69,78.51,67.17,66.47,97.89,97.5,50.61,13.3,8,5.6,0,72.84,-11.340000000000003,2.333333333333334,0,76.35833333333333,18.76376126118286,105.04654468748568,2
83.47,96.83,77.05,93.61,57.08,85.3,94.48,26.5,4,4.1,1,86.94,-19.78,6.30952380952381,0,84.05833333333334,15.109267906376758,100.70484405574858,0
61.97,85.07,77.84,65.61,80.83,63.3,82.69,14.1,7,8.8,1,81.455,-7.22999999999999,1.5842696629213482,0,75.89,9.196792919273545,122.46248184605454,1
53.55,68.39,80.16,84.6,92.86,2.9,93.28,25.2,3,8.3,1,74.275,11.769999999999996,3.0,0,70.365,34.30780188237072,131.40056022408965,0
53.28,90.92,86.84,79.0,57.96,62.1,83.39,22.4,5,6.2,0,88.88,-4.079999999999998,3.555555555555556,0,76.70166666666667,13.560395889009534,143.95958458458458,0
63.63,66.48,62.81,77.94,51.34,92.7,79.46,13.3,5,8.7,0,64.64500000000001,-3.6700000000000017,1.511363636363637,0,71.78833333333334,14.566526582087668,112.82152024726284,1
64.72,81.88,48.86,82.49,54.72,60.8,58.22,8.1,1,7.0,1,65.37,-33.02,1.1408450704225352,1,64.495,14.276489414418377,99.65234857849195,2
84.1,62.07,80.32,50.52,62.76,3.3000000000000003,89.36,18.6,7,5.4,1,71.195,18.249999999999996,3.3818181818181823,0,58.055,30.22871730656132,69.03091557669441,1
52.39,94.58,82.64,58.59,80.91,27.6,89.59,29.2,5,5.7,1,88.61,-11.939999999999998,5.0344827586206895,0,72.31833333333334,25.149323185061395,138.03842972577465,1
93.82,46.89,51.54,82.25,50.97,76.8,70.97,15.6,9,5.9,0,49.215,4.649999999999999,2.6,1,63.23666666666666,15.230048807100609,67.40211753002202,2
97.06,79.22,43.57,96.47,97.45,72.0,89.85,11.9,5,4.3,0,61.395,-35.65,2.704545454545455,1,79.75999999999999,20.31843301044645,82.17597362456212,1
58.63,90.29,84.39,98.01,74.64,80.19999999999999,54.65,8.4,6,5.8,0,87.34,-5.900000000000006,1.4237288135593222,0,80.36333333333333,14.96740681169142,137.06862243447608,1
60.22,93.75,84.81,92.69,53.94,16.5,74.81,7.2,9,4.5,1,89.28,-8.939999999999998,1.565217391304348,0,69.41666666666667,29.797660087105275,115.27178124654048,1
78.31,91.57,85.39,82.09,60.41,37.1,50.93,21.0,3,5.1,1,88.47999999999999,-6.179999999999993,4.038461538461539,0,67.91499999999999,21.72668750638256,86.72583322691864,1
92.65,45.86,89.58,65.86,85.98,80.19999999999999,68.15,9.5,2,4.2,0,67.72,43.72,2.2093023255813957,1,72.605,16.15773715592626,78.36481381543443,1
66.42,54.38,98.24,71.44,74.09,60.5,55.79,26.1,1,7.0,0,76.31,43.85999999999999,3.6760563380281694,0,69.07333333333334,16.415270532850396,103.99478068854764,1
78.8,87.11,44.23,95.83,78.58,25.7,68.15,24.9,10,4.9,0,65.67,-42.88,4.98,1,66.60000000000001,26.81120213642052,84.51776649746195,2
52.96,78.38,55.22,60.21,76.98,82.2,69.37,24.4,1,8.0,0,66.8,-23.16,3.0123456790123457,0,70.39333333333333,10.78467369310109,132.91792547834845,2
98.83,99.04,55.96,59.7,51.76,27.7,52.42,21.3,7,7.4,1,77.5,-43.080000000000005,2.8400000000000003,0,57.76333333333333,23.14805016986672,58.44716516577287,2
