id_student,code_module,code_presentation,avg_weekly_clicks,clicks_trend,active_weeks_ratio,has_vle_activity,prior_avg_score,num_of_prev_attempts,studied_credits,cluster,cluster_label
241649,AAA,2013J,47.3,-46.46153846153846,1.0,1,76.83632740649908,0,60,0,High-Performing Low-Engagement Light-Workload Studier
241728,EEE,2014J,216.025,-214.3846153846154,1.0,1,95.07392056605723,0,30,1,High-Performing Engaged Fading-Effort Studier
241729,AAA,2013J,50.80555555555556,-48.142857142857146,1.0,1,57.486327406499086,0,60,5,Struggling Low-Engagement Studier
241769,DDD,2014J,16.384615384615383,-0.4166666666666678,1.0,1,66.71141209284735,0,60,5,Struggling Low-Engagement Studier
241771,DDD,2013B,23.48275862068965,3.6428571428571423,1.0,1,55.87481291711132,0,60,5,Struggling Low-Engagement Studier
241922,DDD,2013B,42.2,-39.3235294117647,1.0,1,49.36983385196809,0,60,5,Struggling Low-Engagement Studier
241955,CCC,2014B,78.25,-93.66666666666669,1.0,1,71.02033546088764,0,60,0,High-Performing Low-Engagement Light-Workload Studier
242149,BBB,2013B,19.294117647058822,-17.3125,1.0,1,70.39884341637011,0,180,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
242149,BBB,2013J,11.0,0.0,1.0,1,70.3539592760181,1,120,3,Average-Performing Low-Engagement Repeat-Attempter Studier
242254,FFF,2014B,68.05882352941177,690.5625,1.0,1,57.10619114562414,1,180,4,Average-Performing Engaged Increasing-Effort Studier
242390,BBB,2014B,13.7,-14.11111111111111,1.0,1,73.075063485699,1,60,3,Average-Performing Low-Engagement Repeat-Attempter Studier
242472,DDD,2013J,59.68421052631579,-29.22222222222222,1.0,1,74.77361881937438,0,60,0,High-Performing Low-Engagement Light-Workload Studier
242491,FFF,2013J,85.05263157894737,-86.32432432432432,1.0,1,90.33275444549015,1,120,3,Average-Performing Low-Engagement Repeat-Attempter Studier
242633,DDD,2014B,20.43478260869565,-15.09090909090909,1.0,1,70.99588575001839,0,60,0,High-Performing Low-Engagement Light-Workload Studier
242636,CCC,2014J,27.0,-33.333333333333336,1.0,1,75.5410139145665,0,120,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
242778,CCC,2014B,15.571428571428571,-17.0,1.0,1,71.02033546088764,0,90,0,High-Performing Low-Engagement Light-Workload Studier
242778,CCC,2014J,24.77777777777778,-23.653846153846157,1.0,1,55.651852929797,1,30,5,Struggling Low-Engagement Studier
242778,EEE,2013J,39.65625,1.3870967741935516,1.0,1,82.74057040379498,0,150,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
242793,AAA,2013J,21.225806451612904,-17.8,1.0,1,70.86966073983243,0,60,0,High-Performing Low-Engagement Light-Workload Studier
242858,CCC,2014B,60.22222222222222,-48.57142857142857,1.0,1,66.77932764689666,0,60,0,High-Performing Low-Engagement Light-Workload Studier
242858,EEE,2013J,73.51351351351352,-68.36111111111111,1.0,1,86.82390373712832,0,60,0,High-Performing Low-Engagement Light-Workload Studier
242893,BBB,2013J,42.18181818181818,-27.700000000000003,1.0,1,62.669306184012065,1,60,3,Average-Performing Low-Engagement Repeat-Attempter Studier
242893,BBB,2014J,28.33333333333333,23.5,1.0,1,65.73817247904839,2,60,3,Average-Performing Low-Engagement Repeat-Attempter Studier
242998,FFF,2014B,71.44444444444444,-51.885714285714286,1.0,1,90.71419078487378,0,60,0,High-Performing Low-Engagement Light-Workload Studier
243025,DDD,2014J,31.0,2.055555555555557,1.0,1,63.214039379757004,0,60,5,Struggling Low-Engagement Studier
243358,CCC,2014J,32.77272727272727,-33.285714285714285,1.0,1,70.44709102503509,0,90,0,High-Performing Low-Engagement Light-Workload Studier
243372,DDD,2013J,53.05128205128205,-53.42105263157895,1.0,1,66.77063932535678,0,75,5,Struggling Low-Engagement Studier
243396,FFF,2013J,64.8,-62.0,1.0,1,78.56963273354695,0,120,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
243510,AAA,2014J,26.142857142857142,-18.0,1.0,1,50.03640264026403,0,60,5,Struggling Low-Engagement Studier
243600,FFF,2013B,46.46153846153846,-47.083333333333336,1.0,1,84.91126891607148,0,60,0,High-Performing Low-Engagement Light-Workload Studier
243657,FFF,2013B,152.3684210526316,-148.27027027027026,1.0,1,85.31636152421238,1,120,1,High-Performing Engaged Fading-Effort Studier
243851,BBB,2013J,25.853658536585368,-22.4,1.0,1,87.07885676415088,0,60,0,High-Performing Low-Engagement Light-Workload Studier
243909,BBB,2013J,10.5,-12.666666666666666,1.0,1,78.9158371040724,0,60,0,High-Performing Low-Engagement Light-Workload Studier
243926,EEE,2014J,34.09090909090909,-34.666666666666664,1.0,1,82.46234893089557,0,90,0,High-Performing Low-Engagement Light-Workload Studier
243992,BBB,2013J,10.727272727272728,-6.0,1.0,1,77.49769482151835,0,60,0,High-Performing Low-Engagement Light-Workload Studier
244064,BBB,2014B,25.307692307692307,-22.16,1.0,1,80.87624963693528,0,60,0,High-Performing Low-Engagement Light-Workload Studier
244114,FFF,2013B,71.97058823529412,-73.12121212121212,1.0,1,72.48399019184104,0,60,0,High-Performing Low-Engagement Light-Workload Studier
244166,EEE,2014B,44.05263157894737,-18.0,1.0,1,83.35311211098613,0,30,0,High-Performing Low-Engagement Light-Workload Studier
244205,FFF,2013J,121.47368421052632,-123.72972972972973,1.0,1,82.72409628344433,0,60,1,High-Performing Engaged Fading-Effort Studier
244246,AAA,2014J,35.0,-34.89473684210526,1.0,1,64.13640264026404,0,60,5,Struggling Low-Engagement Studier
244738,CCC,2014J,57.8235294117647,-52.36363636363637,1.0,1,89.21167435836843,0,60,0,High-Performing Low-Engagement Light-Workload Studier
244738,DDD,2013J,43.45945945945946,-37.47222222222222,1.0,1,82.05873456345202,0,60,0,High-Performing Low-Engagement Light-Workload Studier
244816,FFF,2013B,153.55,-126.89473684210526,1.0,1,57.69568179952385,1,60,1,High-Performing Engaged Fading-Effort Studier
244875,DDD,2013B,42.46875,-24.225806451612904,1.0,1,80.72390146347475,0,60,0,High-Performing Low-Engagement Light-Workload Studier
244902,CCC,2014B,33.5,67.33333333333333,1.0,1,71.02033546088764,0,30,0,High-Performing Low-Engagement Light-Workload Studier
244918,FFF,2013B,53.52,-54.708333333333336,1.0,1,87.13569774354859,0,120,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
244919,DDD,2013B,47.523809523809526,18.35,1.0,1,82.7554634866984,2,60,3,Average-Performing Low-Engagement Repeat-Attempter Studier
244961,FFF,2014B,86.09677419354838,20.566666666666663,1.0,1,84.24952327645626,0,60,0,High-Performing Low-Engagement Light-Workload Studier
244977,CCC,2014B,120.7741935483871,-123.76666666666668,1.0,1,86.02218478975381,0,60,1,High-Performing Engaged Fading-Effort Studier
244977,EEE,2014B,58.46666666666667,-57.37931034482759,1.0,1,91.47811211098613,0,60,0,High-Performing Low-Engagement Light-Workload Studier
245217,CCC,2014B,26.473684210526315,-16.333333333333332,1.0,1,55.60406709217752,0,235,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
245217,CCC,2014J,20.181818181818183,-9.61904761904762,1.0,1,65.19850231909442,1,250,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
245283,FFF,2013J,86.15151515151516,-87.8125,1.0,1,78.99333946232517,0,120,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
245316,EEE,2013J,70.07142857142857,-43.15384615384616,1.0,1,83.8144741409233,0,30,0,High-Performing Low-Engagement Light-Workload Studier
245404,BBB,2013B,40.66666666666666,-40.0,1.0,1,80.19845788849348,1,60,3,Average-Performing Low-Engagement Repeat-Attempter Studier
245494,CCC,2014B,103.73684210526316,-108.44444444444444,1.0,1,45.005083865221906,0,90,5,Struggling Low-Engagement Studier
245494,EEE,2013J,99.175,-97.6153846153846,1.0,1,86.15723707046165,0,90,1,High-Performing Engaged Fading-Effort Studier
245600,CCC,2014J,28.33333333333333,23.65217391304348,1.0,1,93.69153611624664,0,120,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
245605,EEE,2013J,46.21212121212121,-45.59375,1.0,1,89.24057040379498,0,60,0,High-Performing Low-Engagement Light-Workload Studier
245653,DDD,2013J,25.285714285714285,-27.166666666666668,1.0,1,69.59447527749748,0,60,0,High-Performing Low-Engagement Light-Workload Studier
245784,BBB,2014J,99.91666666666669,-101.36363636363636,1.0,1,79.07939082634947,1,60,3,Average-Performing Low-Engagement Repeat-Attempter Studier
245802,GGG,2014B,39.04545454545455,-34.61904761904762,1.0,1,70.66009817273863,0,30,0,High-Performing Low-Engagement Light-Workload Studier
245946,DDD,2013J,10.61111111111111,-3.7142857142857135,1.0,1,69.59447527749748,0,90,0,High-Performing Low-Engagement Light-Workload Studier
245987,BBB,2013J,14.0,2.222222222222221,1.0,1,69.91023450405802,1,60,3,Average-Performing Low-Engagement Repeat-Attempter Studier
246060,EEE,2013J,49.53333333333333,-42.96551724137931,1.0,1,94.94890373712832,0,120,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
246112,FFF,2013B,14.615384615384617,-14.75,1.0,1,77.97840899761924,2,120,3,Average-Performing Low-Engagement Repeat-Attempter Studier
246652,DDD,2013B,105.44444444444444,-103.31428571428572,1.0,1,76.79898041627882,0,120,1,High-Performing Engaged Fading-Effort Studier
246829,CCC,2014J,18.36842105263158,12.27777777777778,1.0,1,75.01025347864163,0,90,0,High-Performing Low-Engagement Light-Workload Studier
246834,AAA,2013J,45.15384615384615,-45.92,1.0,1,60.386327406499085,0,60,5,Struggling Low-Engagement Studier
247267,BBB,2013B,23.291666666666668,18.47826086956522,1.0,1,83.58943305277825,0,60,0,High-Performing Low-Engagement Light-Workload Studier
247292,BBB,2014B,68.76470588235294,-66.72727272727273,1.0,1,72.6156366814747,0,60,0,High-Performing Low-Engagement Light-Workload Studier
247304,CCC,2014J,29.5,-34.2,1.0,1,82.27050695728326,0,60,0,High-Performing Low-Engagement Light-Workload Studier
247457,BBB,2014J,29.705882352941178,-28.545454545454547,1.0,1,84.38096782914302,0,60,0,High-Performing Low-Engagement Light-Workload Studier
247513,BBB,2014B,23.142857142857142,-17.77777777777778,1.0,1,91.33514444189865,0,60,0,High-Performing Low-Engagement Light-Workload Studier
247666,FFF,2013B,136.44444444444446,-135.2,1.0,1,91.40705594062051,1,60,1,High-Performing Engaged Fading-Effort Studier
247819,CCC,2014B,46.66666666666666,-40.90625,1.0,1,76.79807764689667,0,60,0,High-Performing Low-Engagement Light-Workload Studier
247819,EEE,2014B,64.66666666666667,-55.2,1.0,1,89.22811211098613,0,60,0,High-Performing Low-Engagement Light-Workload Studier
247856,FFF,2013B,199.3548387096774,-119.2,1.0,1,77.51351760886847,0,60,1,High-Performing Engaged Fading-Effort Studier
247902,BBB,2013J,20.57692307692308,-17.24,1.0,1,71.08917422446835,2,120,3,Average-Performing Low-Engagement Repeat-Attempter Studier
247967,BBB,2014J,32.92307692307692,-34.583333333333336,1.0,1,83.24605749301612,0,60,0,High-Performing Low-Engagement Light-Workload Studier
248103,BBB,2013B,27.55555555555556,0.4615384615384599,1.0,1,80.77291997247514,0,60,0,High-Performing Low-Engagement Light-Workload Studier
248252,DDD,2013J,47.8,-58.5,1.0,1,69.59447527749748,0,90,0,High-Performing Low-Engagement Light-Workload Studier
248270,AAA,2013J,49.225,-40.23076923076923,1.0,1,75.71966073983242,0,90,0,High-Performing Low-Engagement Light-Workload Studier
248511,DDD,2013B,25.51515151515152,-18.0625,1.0,1,64.46424293154134,4,120,3,Average-Performing Low-Engagement Repeat-Attempter Studier
248581,AAA,2014J,82.37142857142857,-31.264705882352946,1.0,1,82.0030693069307,0,60,0,High-Performing Low-Engagement Light-Workload Studier
248653,BBB,2013J,32.696969696969695,-23.40625,1.0,1,91.37402270931683,0,120,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
248695,DDD,2013J,33.37931034482759,-9.714285714285715,1.0,1,65.4801631348806,0,60,5,Struggling Low-Engagement Studier
248716,BBB,2013J,19.2,-14.617647058823527,1.0,1,69.01178212310565,0,60,0,High-Performing Low-Engagement Light-Workload Studier
248800,BBB,2013J,30.666666666666668,-22.0,1.0,1,78.9158371040724,2,60,3,Average-Performing Low-Engagement Repeat-Attempter Studier
248818,CCC,2014J,31.75,101.66666666666669,1.0,1,75.5410139145665,0,60,0,High-Performing Low-Engagement Light-Workload Studier
248818,EEE,2014B,31.8125,-3.93548387096774,1.0,1,90.47811211098613,0,30,0,High-Performing Low-Engagement Light-Workload Studier
248882,FFF,2013J,167.8684210526316,-171.3783783783784,1.0,1,82.58438684087254,0,60,1,High-Performing Engaged Fading-Effort Studier
248961,DDD,2013J,23.285714285714285,-20.88235294117647,1.0,1,74.02302027773773,0,120,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
248994,DDD,2013B,71.78947368421052,-51.13513513513513,1.0,1,92.7728146013774,0,60,0,High-Performing Low-Engagement Light-Workload Studier
249154,BBB,2014J,18.0,-3.75,1.0,1,65.73817247904839,0,60,5,Struggling Low-Engagement Studier
249357,FFF,2014J,104.9,-107.48275862068964,1.0,1,76.88957764050306,0,60,1,High-Performing Engaged Fading-Effort Studier
249359,DDD,2014J,21.428571428571427,-12.307692307692308,1.0,1,71.51018058904174,0,90,0,High-Performing Low-Engagement Light-Workload Studier
249362,FFF,2013B,193.64864864864865,-198.0,1.0,1,86.17142405427491,0,60,1,High-Performing Engaged Fading-Effort Studier
249423,DDD,2013B,36.44444444444444,-35.42857142857143,1.0,1,76.61519535476863,0,60,0,High-Performing Low-Engagement Light-Workload Studier
249534,BBB,2013B,24.96153846153846,16.68,1.0,1,72.23316528272045,0,60,0,High-Performing Low-Engagement Light-Workload Studier
249570,FFF,2013B,17.0,8.0,1.0,1,77.97840899761924,1,150,3,Average-Performing Low-Engagement Repeat-Attempter Studier
249704,DDD,2013J,15.571428571428571,-15.3,1.0,1,58.198158425832496,1,180,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
249750,FFF,2013J,62.89655172413793,-64.10714285714286,1.0,1,74.6532600972458,0,90,0,High-Performing Low-Engagement Light-Workload Studier
249965,GGG,2013J,26.79310344827586,-24.642857142857142,1.0,1,89.55978395728773,0,30,0,High-Performing Low-Engagement Light-Workload Studier
249996,DDD,2013B,64.54545454545455,-66.57142857142857,1.0,1,66.8113460256145,2,150,3,Average-Performing Low-Engagement Repeat-Attempter Studier
250047,EEE,2013J,130.9189189189189,-125.30555555555554,1.0,1,87.74057040379498,0,90,1,High-Performing Engaged Fading-Effort Studier
250123,BBB,2014B,7.391304347826087,-0.4090909090909091,1.0,1,85.8504920611777,0,120,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
250159,EEE,2014J,36.46875,-34.54838709677419,1.0,1,74.2405872327239,0,150,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
250163,DDD,2013J,78.87179487179488,-79.92105263157895,1.0,1,84.03730599202345,0,60,0,High-Performing Low-Engagement Light-Workload Studier
250644,DDD,2013J,23.125,-23.6,1.0,1,72.29723763874874,0,90,0,High-Performing Low-Engagement Light-Workload Studier
251166,FFF,2014J,116.07317073170732,-112.825,1.0,1,75.86840460058002,0,60,1,High-Performing Engaged Fading-Effort Studier
251351,BBB,2013B,21.785714285714285,-8.074074074074073,1.0,1,86.09525315859835,0,60,0,High-Performing Low-Engagement Light-Workload Studier
251375,FFF,2014B,114.73529411764706,-75.96969696969697,1.0,1,77.31326185269485,1,120,3,Average-Performing Low-Engagement Repeat-Attempter Studier
251385,CCC,2014B,100.5945945945946,-93.11111111111111,1.0,1,80.79675053188858,0,60,1,High-Performing Engaged Fading-Effort Studier
251405,FFF,2013J,81.61290322580645,-83.3,1.0,1,82.99074506598076,1,60,3,Average-Performing Low-Engagement Repeat-Attempter Studier
251815,BBB,2013J,21.0,36.0,1.0,1,84.81097285067874,1,90,3,Average-Performing Low-Engagement Repeat-Attempter Studier
251965,FFF,2013J,21.58333333333333,-6.09090909090909,1.0,1,72.56963273354695,0,120,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
251999,DDD,2013B,70.91428571428571,-6.088235294117652,1.0,1,72.94429889012217,1,280,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
252041,FFF,2013B,103.6774193548387,-51.33333333333333,1.0,1,69.81239627649713,0,150,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
252073,AAA,2014J,29.82758620689655,7.428571428571427,1.0,1,56.186402640264035,0,120,5,Struggling Low-Engagement Studier
252095,FFF,2013B,148.65625,-141.06451612903226,1.0,1,89.45817249102333,0,90,1,High-Performing Engaged Fading-Effort Studier
252149,DDD,2013B,32.0,-24.09523809523809,1.0,1,80.89237301915011,1,60,3,Average-Performing Low-Engagement Repeat-Attempter Studier
252257,BBB,2013J,17.608695652173914,-15.272727272727272,1.0,1,67.13621607151019,0,60,0,High-Performing Low-Engagement Light-Workload Studier
252340,BBB,2013B,15.384615384615383,-15.583333333333332,1.0,1,78.25240806642941,2,120,3,Average-Performing Low-Engagement Repeat-Attempter Studier
252489,DDD,2013B,31.939393939393938,-26.75,1.0,1,68.52937224667065,0,60,0,High-Performing Low-Engagement Light-Workload Studier
252652,BBB,2013J,23.75,-1.90909090909091,1.0,1,77.11650075414782,1,120,3,Average-Performing Low-Engagement Repeat-Attempter Studier
252652,BBB,2014B,14.176470588235292,-9.75,1.0,1,79.95819999745422,2,120,3,Average-Performing Low-Engagement Repeat-Attempter Studier
252863,BBB,2014J,26.63636363636364,-28.2,1.0,1,81.74763449580968,0,60,0,High-Performing Low-Engagement Light-Workload Studier
253013,CCC,2014J,60.2,-58.88235294117647,1.0,1,86.38525347864163,0,60,0,High-Performing Low-Engagement Light-Workload Studier
253208,GGG,2013J,32.666666666666664,184.58823529411765,1.0,1,88.88319665570043,0,30,4,Average-Performing Engaged Increasing-Effort Studier
253496,CCC,2014J,26.84210526315789,-15.666666666666668,1.0,1,64.84358681197496,0,60,5,Struggling Low-Engagement Studier
253496,EEE,2014J,77.79166666666667,-80.1304347826087,1.0,1,69.53225389939055,0,60,0,High-Performing Low-Engagement Light-Workload Studier
253567,GGG,2013J,20.0,78.61538461538461,1.0,1,76.61401676152053,0,30,0,High-Performing Low-Engagement Light-Workload Studier
253577,BBB,2013J,77.2,-65.05882352941177,1.0,1,85.13679327208739,0,60,0,High-Performing Low-Engagement Light-Workload Studier
253579,DDD,2013J,30.76923076923077,-31.166666666666664,1.0,1,55.690285486041034,0,120,5,Struggling Low-Engagement Studier
253579,DDD,2014J,24.3,-3.666666666666668,1.0,1,53.817118139271024,1,120,3,Average-Performing Low-Engagement Repeat-Attempter Studier
253633,FFF,2014J,86.56756756756756,2.5,1.0,1,84.41090700558243,0,60,0,High-Performing Low-Engagement Light-Workload Studier
253763,FFF,2014J,161.825,-164.94871794871796,1.0,1,84.09635674103217,0,90,1,High-Performing Engaged Fading-Effort Studier
253767,FFF,2013J,87.91666666666667,-88.6086956521739,1.0,1,69.2234561049418,0,270,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
253859,CCC,2014B,48.121212121212125,34.9375,1.0,1,92.07694669451573,0,30,0,High-Performing Low-Engagement Light-Workload Studier
254044,FFF,2013B,75.38888888888889,-69.31428571428572,1.0,1,84.94361320771407,1,240,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
254162,FFF,2013B,27.529411764705884,-28.1875,1.0,1,87.65946966587308,0,60,0,High-Performing Low-Engagement Light-Workload Studier
254325,FFF,2013B,136.13513513513513,-130.66666666666666,1.0,1,71.07253636788722,0,60,1,High-Performing Engaged Fading-Effort Studier
254417,GGG,2014B,26.11111111111111,-26.0,1.0,1,72.2829417773238,0,30,0,High-Performing Low-Engagement Light-Workload Studier
254446,FFF,2013J,99.82352941176472,-38.96969696969697,1.0,1,83.88271536420108,0,60,0,High-Performing Low-Engagement Light-Workload Studier
254463,FFF,2013B,86.79411764705883,-32.75757575757575,1.0,1,66.88587511247597,0,60,0,High-Performing Low-Engagement Light-Workload Studier
254612,BBB,2014J,27.7,-26.33333333333333,1.0,1,65.73817247904839,3,90,3,Average-Performing Low-Engagement Repeat-Attempter Studier
254625,AAA,2014J,50.94871794871795,-51.26315789473684,1.0,1,80.88640264026404,0,60,0,High-Performing Low-Engagement Light-Workload Studier
255310,CCC,2014B,55.91428571428571,-55.5,1.0,1,69.05194669451572,0,90,0,High-Performing Low-Engagement Light-Workload Studier
255310,FFF,2013J,88.425,-85.56410256410257,1.0,1,79.60640163163733,0,90,1,High-Performing Engaged Fading-Effort Studier
255344,FFF,2013B,123.68571428571428,-124.23529411764706,1.0,1,78.39630681040767,0,60,1,High-Performing Engaged Fading-Effort Studier
255347,BBB,2013B,52.39393939393939,-53.0,1.0,1,88.48156117607185,0,60,0,High-Performing Low-Engagement Light-Workload Studier
255548,AAA,2013J,66.15384615384616,-64.8157894736842,1.0,1,77.93632740649909,0,60,0,High-Performing Low-Engagement Light-Workload Studier
255747,DDD,2013B,78.17142857142858,57.47058823529412,1.0,1,57.676833598253545,2,60,3,Average-Performing Low-Engagement Repeat-Attempter Studier
255878,FFF,2014B,71.0,205.63333333333333,1.0,1,83.6008851090681,0,90,4,Average-Performing Engaged Increasing-Effort Studier
255902,DDD,2013B,27.823529411764707,-23.1875,1.0,1,76.07661009743337,0,60,0,High-Performing Low-Engagement Light-Workload Studier
255998,BBB,2013B,21.473684210526315,-14.22222222222222,1.0,1,52.168771343326505,2,60,3,Average-Performing Low-Engagement Repeat-Attempter Studier
256144,DDD,2014J,68.71428571428571,-66.29268292682927,1.0,1,79.49181715753478,0,60,0,High-Performing Low-Engagement Light-Workload Studier
256680,CCC,2014J,28.2,-30.22222222222222,1.0,1,71.27050695728326,0,60,0,High-Performing Low-Engagement Light-Workload Studier
256740,FFF,2014B,137.9189189189189,-136.61111111111111,1.0,1,74.8305027136857,0,120,1,High-Performing Engaged Fading-Effort Studier
256815,AAA,2013J,43.55882352941177,-32.51515151515152,1.0,1,72.88632740649908,0,120,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
256867,CCC,2014J,41.84375,-41.12903225806452,1.0,1,84.64649578693985,0,60,0,High-Performing Low-Engagement Light-Workload Studier
256867,EEE,2014B,65.96551724137932,47.67857142857143,1.0,1,90.64477877765279,0,30,0,High-Performing Low-Engagement Light-Workload Studier
256905,FFF,2013J,31.375,-28.133333333333333,1.0,1,61.7130884890313,0,120,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
256998,BBB,2013J,23.307692307692307,-6.833333333333332,1.0,1,60.940869751163866,1,60,3,Average-Performing Low-Engagement Repeat-Attempter Studier
257104,FFF,2014B,85.85714285714286,-74.4,1.0,1,71.18598429062347,0,60,0,High-Performing Low-Engagement Light-Workload Studier
257110,DDD,2013B,10.333333333333334,5.5,1.0,1,69.69608884596813,0,115,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
257167,DDD,2013J,37.53658536585366,-36.425,1.0,1,84.96825837297582,0,120,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
257887,CCC,2014J,25.066666666666663,-24.89655172413793,1.0,1,90.96239120798332,0,60,0,High-Performing Low-Engagement Light-Workload Studier
257887,FFF,2013J,87.54545454545455,-83.0625,1.0,1,79.22997651432455,0,60,1,High-Performing Engaged Fading-Effort Studier
258010,DDD,2013J,33.21212121212121,-29.09375,1.0,1,56.068523657360686,1,120,3,Average-Performing Low-Engagement Repeat-Attempter Studier
258035,BBB,2013J,55.65714285714286,-48.02941176470589,1.0,1,85.67092025621437,0,60,0,High-Performing Low-Engagement Light-Workload Studier
258042,CCC,2014J,35.125,-29.85714285714285,1.0,1,75.5410139145665,0,30,0,High-Performing Low-Engagement Light-Workload Studier
258042,DDD,2013J,48.58974358974359,-44.73684210526316,1.0,1,88.48492503964249,0,90,0,High-Performing Low-Engagement Light-Workload Studier
258245,FFF,2014J,67.63157894736842,-68.43243243243244,1.0,1,68.00408581751124,0,60,0,High-Performing Low-Engagement Light-Workload Studier
258268,BBB,2014J,14.363636363636363,50.2,1.0,1,78.39763449580968,0,120,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
258310,DDD,2013B,27.791666666666668,-27.956521739130437,1.0,1,67.10490369655024,1,120,3,Average-Performing Low-Engagement Repeat-Attempter Studier
258392,AAA,2013J,38.36363636363637,8.0,1.0,1,60.56966073983241,0,60,5,Struggling Low-Engagement Studier
258509,FFF,2014J,66.21951219512195,-48.400000000000006,1.0,1,81.2536829796084,0,90,0,High-Performing Low-Engagement Light-Workload Studier
258538,DDD,2014J,23.61290322580645,-22.33333333333333,1.0,1,79.75848382420145,0,60,0,High-Performing Low-Engagement Light-Workload Studier
258587,AAA,2014J,157.35714285714286,-156.0731707317073,1.0,1,76.88640264026404,0,60,1,High-Performing Engaged Fading-Effort Studier
258737,FFF,2014B,74.29166666666667,-74.3913043478261,1.0,1,76.44150079588225,0,90,0,High-Performing Low-Engagement Light-Workload Studier
258840,BBB,2014J,18.25,-17.88888888888889,1.0,1,40.81430116247635,1,60,5,Struggling Low-Engagement Studier
258894,AAA,2013J,130.60526315789474,-133.1081081081081,1.0,1,64.48632740649909,0,60,1,High-Performing Engaged Fading-Effort Studier
258978,FFF,2014J,70.90625,-68.03225806451613,1.0,1,75.03414534132077,1,60,3,Average-Performing Low-Engagement Repeat-Attempter Studier
259060,DDD,2013J,20.85,-19.84210526315789,1.0,1,74.99444884916632,0,60,0,High-Performing Low-Engagement Light-Workload Studier
259641,CCC,2014J,55.333333333333336,-49.84375,1.0,1,94.71673388217795,0,120,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
259641,DDD,2013J,47.55882352941177,-47.96969696969697,1.0,1,85.9254012301187,0,60,0,High-Performing Low-Engagement Light-Workload Studier
259662,EEE,2013J,168.70731707317074,-160.625,1.0,1,79.11557040379498,0,120,1,High-Performing Engaged Fading-Effort Studier
259951,DDD,2013J,15.72222222222222,-9.235294117647058,1.0,1,53.09907921291625,0,60,5,Struggling Low-Engagement Studier
260062,CCC,2014J,12.285714285714286,-13.166666666666666,1.0,1,75.5410139145665,1,30,3,Average-Performing Low-Engagement Repeat-Attempter Studier
260062,FFF,2014B,70.6470588235294,356.3125,1.0,1,77.32891060829205,1,150,4,Average-Performing Engaged Increasing-Effort Studier
260077,DDD,2014J,25.44117647058824,-20.03030303030303,1.0,1,73.989039379757,1,60,3,Average-Performing Low-Engagement Repeat-Attempter Studier
260137,BBB,2014J,29.428571428571427,-1.470588235294116,1.0,1,81.68096782914301,0,60,0,High-Performing Low-Engagement Light-Workload Studier
260179,BBB,2013J,12.615384615384617,-10.416666666666666,1.0,1,76.66229799612152,1,60,3,Average-Performing Low-Engagement Repeat-Attempter Studier
260216,BBB,2014J,10.0,14.666666666666668,1.0,1,82.57939082634947,1,60,3,Average-Performing Low-Engagement Repeat-Attempter Studier
260355,AAA,2013J,20.285714285714285,9.15,1.0,1,62.2158185162477,0,60,5,Struggling Low-Engagement Studier
260491,DDD,2013B,86.51351351351352,-80.69444444444444,1.0,1,90.59105409997404,0,60,1,High-Performing Engaged Fading-Effort Studier
260565,DDD,2014B,19.0,-12.4,1.0,1,77.8702830238253,1,60,3,Average-Performing Low-Engagement Repeat-Attempter Studier
260623,AAA,2014J,40.62068965517241,-37.92857142857143,1.0,1,70.40306930693069,0,60,0,High-Performing Low-Engagement Light-Workload Studier
260639,DDD,2013B,29.75,-30.666666666666668,1.0,1,58.24379258543913,1,120,3,Average-Performing Low-Engagement Repeat-Attempter Studier
260949,CCC,2014B,12.783783783783784,-10.055555555555555,1.0,1,64.21341719855525,0,150,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
260955,BBB,2014B,19.82608695652174,-16.545454545454547,1.0,1,60.34338412189254,0,120,5,Struggling Low-Engagement Studier
261160,CCC,2014J,30.235294117647054,44.375,1.0,1,80.54153611624663,0,150,2,Average-Performing Moderately-Engaged Heavy-Workload Studier
